iso,vaccine,date,total_vaccinations
ARG,Oxford/AstraZeneca,6/27/2021,7457430
ARG,Sinopharm/Beijing,6/27/2021,4147208
ARG,Sputnik V,6/27/2021,9133794
ARG,Oxford/AstraZeneca,6/28/2021,7623262
ARG,Sinopharm/Beijing,6/28/2021,4326692
ARG,Sputnik V,6/28/2021,9161640
ARG,Oxford/AstraZeneca,6/29/2021,7800864
ARG,Sinopharm/Beijing,6/29/2021,4499578
ARG,Sputnik V,6/29/2021,9185690
ARG,Oxford/AstraZeneca,6/30/2021,8008350
ARG,Pfizer/BioNTech,6/30/2021,51
ARG,Sinopharm/Beijing,6/30/2021,4650275
ARG,Sputnik V,6/30/2021,9203378
ARG,Oxford/AstraZeneca,7/1/2021,8321936
ARG,Sinopharm/Beijing,7/1/2021,4753270
ARG,Sputnik V,7/1/2021,9219163
ARG,CanSino,7/2/2021,13
ARG,Oxford/AstraZeneca,7/2/2021,8589481
ARG,Sinopharm/Beijing,7/2/2021,4866248
ARG,Sputnik V,7/2/2021,9254388
ARG,Oxford/AstraZeneca,7/3/2021,8753383
ARG,Pfizer/BioNTech,7/3/2021,53
ARG,Sinopharm/Beijing,7/3/2021,4939451
ARG,Sputnik V,7/3/2021,9354011
ARG,Oxford/AstraZeneca,7/4/2021,8869348
ARG,Pfizer/BioNTech,7/4/2021,54
ARG,Sinopharm/Beijing,7/4/2021,4996650
ARG,Sputnik V,7/4/2021,9377416
ARG,Oxford/AstraZeneca,7/5/2021,9129559
ARG,Sinopharm/Beijing,7/5/2021,5056768
ARG,Sputnik V,7/5/2021,9467116
ARG,Oxford/AstraZeneca,7/6/2021,9366382
ARG,Pfizer/BioNTech,7/6/2021,55
ARG,Sinopharm/Beijing,7/6/2021,5118578
ARG,Sputnik V,7/6/2021,9585507
ARG,Oxford/AstraZeneca,7/7/2021,9593339
ARG,Sinopharm/Beijing,7/7/2021,5165560
ARG,Sputnik V,7/7/2021,9716115
ARG,Moderna,7/8/2021,19
ARG,Oxford/AstraZeneca,7/8/2021,9725904
ARG,Sinopharm/Beijing,7/8/2021,5274025
ARG,Sputnik V,7/8/2021,9885743
ARG,Moderna,7/9/2021,21
ARG,Oxford/AstraZeneca,7/9/2021,9789131
ARG,Sinopharm/Beijing,7/9/2021,5386094
ARG,Sputnik V,7/9/2021,10068141
ARG,Moderna,7/10/2021,25
ARG,Oxford/AstraZeneca,7/10/2021,9861014
ARG,Sinopharm/Beijing,7/10/2021,5545699
ARG,Sputnik V,7/10/2021,10168669
ARG,Moderna,7/11/2021,27
ARG,Oxford/AstraZeneca,7/11/2021,9912576
ARG,Sinopharm/Beijing,7/11/2021,5610566
ARG,Sputnik V,7/11/2021,10217799
ARG,Oxford/AstraZeneca,7/12/2021,10000314
ARG,Sinopharm/Beijing,7/12/2021,5788322
ARG,Sputnik V,7/12/2021,10339634
ARG,Oxford/AstraZeneca,7/13/2021,10080214
ARG,Pfizer/BioNTech,7/13/2021,56
ARG,Sinopharm/Beijing,7/13/2021,5959412
ARG,Sputnik V,7/13/2021,10482363
ARG,Oxford/AstraZeneca,7/14/2021,10149227
ARG,Pfizer/BioNTech,7/14/2021,57
ARG,Sinopharm/Beijing,7/14/2021,6159944
ARG,Sputnik V,7/14/2021,10611318
ARG,Oxford/AstraZeneca,7/15/2021,10211348
ARG,Pfizer/BioNTech,7/15/2021,58
ARG,Sinopharm/Beijing,7/15/2021,6374768
ARG,Sputnik V,7/15/2021,10734480
ARG,Oxford/AstraZeneca,7/16/2021,10264231
ARG,Sinopharm/Beijing,7/16/2021,6634804
ARG,Sputnik V,7/16/2021,10878065
ARG,Oxford/AstraZeneca,7/17/2021,10304623
ARG,Sinopharm/Beijing,7/17/2021,6809245
ARG,Sputnik V,7/17/2021,10985944
ARG,Oxford/AstraZeneca,7/18/2021,10346844
ARG,Sinopharm/Beijing,7/18/2021,6896949
ARG,Sputnik V,7/18/2021,11024290
ARG,Moderna,7/19/2021,28
ARG,Oxford/AstraZeneca,7/19/2021,10428142
ARG,Pfizer/BioNTech,7/19/2021,59
ARG,Sinopharm/Beijing,7/19/2021,7163159
ARG,Sputnik V,7/19/2021,11095661
ARG,CanSino,7/20/2021,15
ARG,Moderna,7/20/2021,40
ARG,Oxford/AstraZeneca,7/20/2021,10497178
ARG,Sinopharm/Beijing,7/20/2021,7356197
ARG,Sputnik V,7/20/2021,11282375
ARG,Moderna,7/21/2021,47
ARG,Oxford/AstraZeneca,7/21/2021,10563850
ARG,Sinopharm/Beijing,7/21/2021,7620556
ARG,Sputnik V,7/21/2021,11371472
ARG,Moderna,7/22/2021,49
ARG,Oxford/AstraZeneca,7/22/2021,10625541
ARG,Sinopharm/Beijing,7/22/2021,7904921
ARG,Sputnik V,7/22/2021,11413862
ARG,Moderna,7/23/2021,52
ARG,Oxford/AstraZeneca,7/23/2021,10700371
ARG,Sinopharm/Beijing,7/23/2021,8212028
ARG,Sputnik V,7/23/2021,11440813
ARG,Moderna,7/24/2021,54
ARG,Oxford/AstraZeneca,7/24/2021,10761334
ARG,Sinopharm/Beijing,7/24/2021,8371609
ARG,Sputnik V,7/24/2021,11457991
ARG,Moderna,7/25/2021,71
ARG,Oxford/AstraZeneca,7/25/2021,10772961
ARG,Sinopharm/Beijing,7/25/2021,8485136
ARG,Sputnik V,7/25/2021,11466748
ARG,Moderna,7/26/2021,75
ARG,Oxford/AstraZeneca,7/26/2021,10876581
ARG,Sinopharm/Beijing,7/26/2021,8762452
ARG,Sputnik V,7/26/2021,11493627
ARG,Moderna,7/27/2021,102
ARG,Oxford/AstraZeneca,7/27/2021,11047250
ARG,Sinopharm/Beijing,7/27/2021,9004807
ARG,Sputnik V,7/27/2021,11509006
ARG,Moderna,7/28/2021,134
ARG,Oxford/AstraZeneca,7/28/2021,11206636
ARG,Sinopharm/Beijing,7/28/2021,9290009
ARG,Sputnik V,7/28/2021,11524623
ARG,Moderna,7/29/2021,149
ARG,Oxford/AstraZeneca,7/29/2021,11325529
ARG,Sinopharm/Beijing,7/29/2021,9580111
ARG,Sputnik V,7/29/2021,11540832
ARG,Moderna,7/30/2021,284
ARG,Oxford/AstraZeneca,7/30/2021,11437290
ARG,Sinopharm/Beijing,7/30/2021,9881314
ARG,Sputnik V,7/30/2021,11555002
ARG,Moderna,7/31/2021,1980
ARG,Oxford/AstraZeneca,7/31/2021,11498948
ARG,Sinopharm/Beijing,7/31/2021,10085386
ARG,Sputnik V,7/31/2021,11562488
ARG,Moderna,8/1/2021,2257
ARG,Oxford/AstraZeneca,8/1/2021,11528395
ARG,Pfizer/BioNTech,8/1/2021,60
ARG,Sinopharm/Beijing,8/1/2021,10216715
ARG,Sputnik V,8/1/2021,11568906
ARG,Moderna,8/2/2021,5958
ARG,Oxford/AstraZeneca,8/2/2021,11616538
ARG,Pfizer/BioNTech,8/2/2021,61
ARG,Sinopharm/Beijing,8/2/2021,10530042
ARG,Sputnik V,8/2/2021,11581130
ARG,Moderna,8/3/2021,55658
ARG,Oxford/AstraZeneca,8/3/2021,11750418
ARG,Sinopharm/Beijing,8/3/2021,10742727
ARG,Sputnik V,8/3/2021,11593200
ARG,CanSino,8/4/2021,17
ARG,Moderna,8/4/2021,77216
ARG,Oxford/AstraZeneca,8/4/2021,11893150
ARG,Sinopharm/Beijing,8/4/2021,10983640
ARG,Sputnik V,8/4/2021,11605667
ARG,Moderna,8/5/2021,95919
ARG,Oxford/AstraZeneca,8/5/2021,12061681
ARG,Sinopharm/Beijing,8/5/2021,11212773
ARG,Sputnik V,8/5/2021,11619948
ARG,CanSino,8/6/2021,18
ARG,Moderna,8/6/2021,117113
ARG,Oxford/AstraZeneca,8/6/2021,12216771
ARG,Pfizer/BioNTech,8/6/2021,62
ARG,Sinopharm/Beijing,8/6/2021,11443179
ARG,Sputnik V,8/6/2021,11627486
ARG,Moderna,8/7/2021,158871
ARG,Oxford/AstraZeneca,8/7/2021,12298754
ARG,Pfizer/BioNTech,8/7/2021,63
ARG,Sinopharm/Beijing,8/7/2021,11592101
ARG,Sputnik V,8/7/2021,11633138
ARG,Moderna,8/8/2021,197923
ARG,Oxford/AstraZeneca,8/8/2021,12321187
ARG,Pfizer/BioNTech,8/8/2021,64
ARG,Sinopharm/Beijing,8/8/2021,11689095
ARG,Sputnik V,8/8/2021,11636440
ARG,Moderna,8/9/2021,368837
ARG,Oxford/AstraZeneca,8/9/2021,12437048
ARG,Pfizer/BioNTech,8/9/2021,65
ARG,Sinopharm/Beijing,8/9/2021,11783176
ARG,Sputnik V,8/9/2021,11646852
ARG,Moderna,8/10/2021,533465
ARG,Oxford/AstraZeneca,8/10/2021,12546309
ARG,Sinopharm/Beijing,8/10/2021,11871245
ARG,Sputnik V,8/10/2021,11655634
ARG,Moderna,8/11/2021,714285
ARG,Oxford/AstraZeneca,8/11/2021,12686855
ARG,Pfizer/BioNTech,8/11/2021,66
ARG,Sinopharm/Beijing,8/11/2021,11953273
ARG,Sputnik V,8/11/2021,11665197
ARG,CanSino,8/12/2021,19
ARG,Moderna,8/12/2021,851786
ARG,Oxford/AstraZeneca,8/12/2021,12824153
ARG,Pfizer/BioNTech,8/12/2021,68
ARG,Sinopharm/Beijing,8/12/2021,12046266
ARG,Sputnik V,8/12/2021,11690121
ARG,Moderna,8/13/2021,957783
ARG,Oxford/AstraZeneca,8/13/2021,12945889
ARG,Sinopharm/Beijing,8/13/2021,12142112
ARG,Sputnik V,8/13/2021,11783577
ARG,Moderna,8/14/2021,1034230
ARG,Oxford/AstraZeneca,8/14/2021,13035026
ARG,Sinopharm/Beijing,8/14/2021,12177277
ARG,Sputnik V,8/14/2021,11839541
ARG,Moderna,8/15/2021,1072998
ARG,Oxford/AstraZeneca,8/15/2021,13122751
ARG,Sinopharm/Beijing,8/15/2021,12191828
ARG,Sputnik V,8/15/2021,11861241
ARG,Moderna,8/16/2021,1148450
ARG,Oxford/AstraZeneca,8/16/2021,13151462
ARG,Sinopharm/Beijing,8/16/2021,12209446
ARG,Sputnik V,8/16/2021,11930581
ARG,Moderna,8/17/2021,1309450
ARG,Oxford/AstraZeneca,8/17/2021,13218343
ARG,Pfizer/BioNTech,8/17/2021,69
ARG,Sinopharm/Beijing,8/17/2021,12281943
ARG,Sputnik V,8/17/2021,12070163
ARG,Moderna,8/18/2021,1468755
ARG,Oxford/AstraZeneca,8/18/2021,13292502
ARG,Sinopharm/Beijing,8/18/2021,12360203
ARG,Sputnik V,8/18/2021,12193965
ARG,Moderna,8/19/2021,1576840
ARG,Oxford/AstraZeneca,8/19/2021,13405496
ARG,Sinopharm/Beijing,8/19/2021,12424789
ARG,Sputnik V,8/19/2021,12334619
ARG,Moderna,8/20/2021,1655227
ARG,Oxford/AstraZeneca,8/20/2021,13556458
ARG,Pfizer/BioNTech,8/20/2021,70
ARG,Sinopharm/Beijing,8/20/2021,12488014
ARG,Sputnik V,8/20/2021,12478962
ARG,Moderna,8/21/2021,1678301
ARG,Oxford/AstraZeneca,8/21/2021,13682229
ARG,Sinopharm/Beijing,8/21/2021,12522360
ARG,Sputnik V,8/21/2021,12553157
ARG,Moderna,8/22/2021,1690169
ARG,Oxford/AstraZeneca,8/22/2021,13769351
ARG,Pfizer/BioNTech,8/22/2021,71
ARG,Sinopharm/Beijing,8/22/2021,12563036
ARG,Sputnik V,8/22/2021,12583609
ARG,Moderna,8/23/2021,1731376
ARG,Oxford/AstraZeneca,8/23/2021,13900320
ARG,Sinopharm/Beijing,8/23/2021,12705292
ARG,Sputnik V,8/23/2021,12678039
ARG,Moderna,8/24/2021,1768858
ARG,Oxford/AstraZeneca,8/24/2021,14048367
ARG,Sinopharm/Beijing,8/24/2021,12893760
ARG,Sputnik V,8/24/2021,12753276
ARG,Moderna,8/25/2021,1798709
ARG,Oxford/AstraZeneca,8/25/2021,14211225
ARG,Pfizer/BioNTech,8/25/2021,72
ARG,Sinopharm/Beijing,8/25/2021,13071679
ARG,Sputnik V,8/25/2021,12809459
ARG,Moderna,8/26/2021,1869273
ARG,Oxford/AstraZeneca,8/26/2021,14361314
ARG,Pfizer/BioNTech,8/26/2021,73
ARG,Sinopharm/Beijing,8/26/2021,13240525
ARG,Sputnik V,8/26/2021,12862938
ARG,Moderna,8/27/2021,1927965
ARG,Oxford/AstraZeneca,8/27/2021,14507446
ARG,Sinopharm/Beijing,8/27/2021,13459211
ARG,Sputnik V,8/27/2021,12907424
ARG,Moderna,8/28/2021,1965323
ARG,Oxford/AstraZeneca,8/28/2021,14561155
ARG,Sinopharm/Beijing,8/28/2021,13590366
ARG,Sputnik V,8/28/2021,12929015
ARG,Moderna,8/29/2021,1985320
ARG,Oxford/AstraZeneca,8/29/2021,14594696
ARG,Sinopharm/Beijing,8/29/2021,13673293
ARG,Sputnik V,8/29/2021,12961526
ARG,Moderna,8/30/2021,2034592
ARG,Oxford/AstraZeneca,8/30/2021,14717419
ARG,Pfizer/BioNTech,8/30/2021,74
ARG,Sinopharm/Beijing,8/30/2021,13833521
ARG,Sputnik V,8/30/2021,13047608
ARG,Moderna,8/31/2021,2101218
ARG,Oxford/AstraZeneca,8/31/2021,14838677
ARG,Sinopharm/Beijing,8/31/2021,13971328
ARG,Sputnik V,8/31/2021,13183382
ARG,Moderna,9/1/2021,2174262
ARG,Oxford/AstraZeneca,9/1/2021,14949571
ARG,Sinopharm/Beijing,9/1/2021,14123228
ARG,Sputnik V,9/1/2021,13303855
ARG,Moderna,9/2/2021,2237723
ARG,Oxford/AstraZeneca,9/2/2021,15030295
ARG,Sinopharm/Beijing,9/2/2021,14320805
ARG,Sputnik V,9/2/2021,13410640
ARG,Moderna,9/3/2021,2300013
ARG,Oxford/AstraZeneca,9/3/2021,15111566
ARG,Sinopharm/Beijing,9/3/2021,14519000
ARG,Sputnik V,9/3/2021,13503982
ARG,Moderna,9/4/2021,2336501
ARG,Oxford/AstraZeneca,9/4/2021,15170489
ARG,Sinopharm/Beijing,9/4/2021,14651615
ARG,Sputnik V,9/4/2021,13572279
ARG,Moderna,9/5/2021,2353962
ARG,Oxford/AstraZeneca,9/5/2021,15231721
ARG,Sinopharm/Beijing,9/5/2021,14728103
ARG,Sputnik V,9/5/2021,13614055
ARG,Moderna,9/6/2021,2406958
ARG,Oxford/AstraZeneca,9/6/2021,15395032
ARG,Sinopharm/Beijing,9/6/2021,14874252
ARG,Sputnik V,9/6/2021,13693709
ARG,CanSino,9/7/2021,67
ARG,Moderna,9/7/2021,2457543
ARG,Oxford/AstraZeneca,9/7/2021,15579679
ARG,Sinopharm/Beijing,9/7/2021,15019368
ARG,Sputnik V,9/7/2021,13777466
ARG,CanSino,9/8/2021,107
ARG,Moderna,9/8/2021,2497427
ARG,Oxford/AstraZeneca,9/8/2021,15720992
ARG,Pfizer/BioNTech,9/8/2021,76
ARG,Sinopharm/Beijing,9/8/2021,15137012
ARG,Sputnik V,9/8/2021,13852779
ARG,CanSino,9/9/2021,114
ARG,Moderna,9/9/2021,2531490
ARG,Oxford/AstraZeneca,9/9/2021,15859231
ARG,Pfizer/BioNTech,9/9/2021,77
ARG,Sinopharm/Beijing,9/9/2021,15270343
ARG,Sputnik V,9/9/2021,13945388
ARG,CanSino,9/10/2021,118
ARG,Moderna,9/10/2021,2565995
ARG,Oxford/AstraZeneca,9/10/2021,15950505
ARG,Sinopharm/Beijing,9/10/2021,15414528
ARG,Sputnik V,9/10/2021,14018455
ARG,CanSino,9/11/2021,393
ARG,Moderna,9/11/2021,2578082
ARG,Oxford/AstraZeneca,9/11/2021,16072135
ARG,Pfizer/BioNTech,9/11/2021,78
ARG,Sinopharm/Beijing,9/11/2021,15449541
ARG,Sputnik V,9/11/2021,14048360
ARG,CanSino,9/12/2021,766
ARG,Moderna,9/12/2021,2579003
ARG,Oxford/AstraZeneca,9/12/2021,16076382
ARG,Pfizer/BioNTech,9/12/2021,80
ARG,Sinopharm/Beijing,9/12/2021,15452913
ARG,Sputnik V,9/12/2021,14049264
ARG,CanSino,9/13/2021,14924
ARG,Moderna,9/13/2021,2603636
ARG,Oxford/AstraZeneca,9/13/2021,16243288
ARG,Pfizer/BioNTech,9/13/2021,81
ARG,Sinopharm/Beijing,9/13/2021,15511893
ARG,Sputnik V,9/13/2021,14087535
ARG,CanSino,9/14/2021,16124
ARG,Moderna,9/14/2021,2651092
ARG,Oxford/AstraZeneca,9/14/2021,16369180
ARG,Pfizer/BioNTech,9/14/2021,217
ARG,Sinopharm/Beijing,9/14/2021,15572447
ARG,Sputnik V,9/14/2021,14132264
ARG,CanSino,9/15/2021,17254
ARG,Moderna,9/15/2021,2690315
ARG,Oxford/AstraZeneca,9/15/2021,16415596
ARG,Pfizer/BioNTech,9/15/2021,287
ARG,Sinopharm/Beijing,9/15/2021,15626864
ARG,Sputnik V,9/15/2021,14321714
ARG,CanSino,9/16/2021,18580
ARG,Moderna,9/16/2021,2720451
ARG,Oxford/AstraZeneca,9/16/2021,16595664
ARG,Pfizer/BioNTech,9/16/2021,4960
ARG,Sinopharm/Beijing,9/16/2021,15676504
ARG,Sputnik V,9/16/2021,14417477
ARG,CanSino,9/17/2021,27169
ARG,Moderna,9/17/2021,2741332
ARG,Oxford/AstraZeneca,9/17/2021,16709030
ARG,Pfizer/BioNTech,9/17/2021,10119
ARG,Sinopharm/Beijing,9/17/2021,15769540
ARG,Sputnik V,9/17/2021,14540327
ARG,CanSino,9/18/2021,27642
ARG,Moderna,9/18/2021,2755334
ARG,Oxford/AstraZeneca,9/18/2021,16736223
ARG,Pfizer/BioNTech,9/18/2021,18502
ARG,Sinopharm/Beijing,9/18/2021,15814222
ARG,Sputnik V,9/18/2021,14667083
ARG,CanSino,9/19/2021,27686
ARG,Moderna,9/19/2021,2774137
ARG,Oxford/AstraZeneca,9/19/2021,16806246
ARG,Pfizer/BioNTech,9/19/2021,19502
ARG,Sinopharm/Beijing,9/19/2021,15845945
ARG,Sputnik V,9/19/2021,14683282
ARG,CanSino,9/20/2021,30182
ARG,Moderna,9/20/2021,2794046
ARG,Oxford/AstraZeneca,9/20/2021,16857094
ARG,Pfizer/BioNTech,9/20/2021,21912
ARG,Sinopharm/Beijing,9/20/2021,15900273
ARG,Sputnik V,9/20/2021,14899676
ARG,CanSino,9/21/2021,32679
ARG,Moderna,9/21/2021,2804719
ARG,Oxford/AstraZeneca,9/21/2021,16893336
ARG,Pfizer/BioNTech,9/21/2021,23197
ARG,Sinopharm/Beijing,9/21/2021,15970061
ARG,Sputnik V,9/21/2021,15088970
ARG,CanSino,9/22/2021,35968
ARG,Moderna,9/22/2021,2833443
ARG,Oxford/AstraZeneca,9/22/2021,17050556
ARG,Pfizer/BioNTech,9/22/2021,26361
ARG,Sinopharm/Beijing,9/22/2021,16050875
ARG,Sputnik V,9/22/2021,15144709
ARG,CanSino,9/23/2021,39844
ARG,Moderna,9/23/2021,2913217
ARG,Oxford/AstraZeneca,9/23/2021,17087275
ARG,Pfizer/BioNTech,9/23/2021,103894
ARG,Sinopharm/Beijing,9/23/2021,16123552
ARG,Sputnik V,9/23/2021,15186370
ARG,CanSino,9/24/2021,44135
ARG,Moderna,9/24/2021,2933618
ARG,Oxford/AstraZeneca,9/24/2021,17212171
ARG,Pfizer/BioNTech,9/24/2021,128952
ARG,Sinopharm/Beijing,9/24/2021,16177382
ARG,Sputnik V,9/24/2021,15219422
ARG,CanSino,9/25/2021,46654
ARG,Moderna,9/25/2021,2941227
ARG,Oxford/AstraZeneca,9/25/2021,17236030
ARG,Pfizer/BioNTech,9/25/2021,135456
ARG,Sinopharm/Beijing,9/25/2021,16244904
ARG,Sputnik V,9/25/2021,15239739
ARG,CanSino,9/26/2021,47274
ARG,Moderna,9/26/2021,2946141
ARG,Oxford/AstraZeneca,9/26/2021,17276447
ARG,Pfizer/BioNTech,9/26/2021,136788
ARG,Sinopharm/Beijing,9/26/2021,16279326
ARG,Sputnik V,9/26/2021,15246114
ARG,CanSino,9/27/2021,52907
ARG,Moderna,9/27/2021,2969516
ARG,Oxford/AstraZeneca,9/27/2021,17380979
ARG,Pfizer/BioNTech,9/27/2021,144162
ARG,Sinopharm/Beijing,9/27/2021,16383148
ARG,Sputnik V,9/27/2021,15284208
ARG,CanSino,9/28/2021,58224
ARG,Moderna,9/28/2021,2993412
ARG,Oxford/AstraZeneca,9/28/2021,17481895
ARG,Pfizer/BioNTech,9/28/2021,151396
ARG,Sinopharm/Beijing,9/28/2021,16485228
ARG,Sputnik V,9/28/2021,15345937
ARG,CanSino,9/29/2021,62143
ARG,Moderna,9/29/2021,3015024
ARG,Oxford/AstraZeneca,9/29/2021,17553139
ARG,Pfizer/BioNTech,9/29/2021,161089
ARG,Sinopharm/Beijing,9/29/2021,16569653
ARG,Sputnik V,9/29/2021,15410822
ARG,CanSino,9/30/2021,65388
ARG,Moderna,9/30/2021,3032807
ARG,Oxford/AstraZeneca,9/30/2021,17633361
ARG,Pfizer/BioNTech,9/30/2021,187576
ARG,Sinopharm/Beijing,9/30/2021,16650826
ARG,Sputnik V,9/30/2021,15538860
ARG,CanSino,10/1/2021,69169
ARG,Moderna,10/1/2021,3050024
ARG,Oxford/AstraZeneca,10/1/2021,17775407
ARG,Pfizer/BioNTech,10/1/2021,209595
ARG,Sinopharm/Beijing,10/1/2021,16698637
ARG,Sputnik V,10/1/2021,15610532
ARG,CanSino,10/2/2021,70327
ARG,Moderna,10/2/2021,3055443
ARG,Oxford/AstraZeneca,10/2/2021,17876799
ARG,Pfizer/BioNTech,10/2/2021,218100
ARG,Sinopharm/Beijing,10/2/2021,16719016
ARG,Sputnik V,10/2/2021,15652895
ARG,CanSino,10/3/2021,70494
ARG,Moderna,10/3/2021,3058906
ARG,Oxford/AstraZeneca,10/3/2021,17943188
ARG,Pfizer/BioNTech,10/3/2021,224273
ARG,Sinopharm/Beijing,10/3/2021,16726299
ARG,Sputnik V,10/3/2021,15678025
ARG,CanSino,10/4/2021,73265
ARG,Moderna,10/4/2021,3072499
ARG,Oxford/AstraZeneca,10/4/2021,18002363
ARG,Pfizer/BioNTech,10/4/2021,240321
ARG,Sinopharm/Beijing,10/4/2021,16809644
ARG,Sputnik V,10/4/2021,15733401
ARG,CanSino,10/5/2021,76907
ARG,Moderna,10/5/2021,3088761
ARG,Oxford/AstraZeneca,10/5/2021,18066570
ARG,Pfizer/BioNTech,10/5/2021,304029
ARG,Sinopharm/Beijing,10/5/2021,16849045
ARG,Sputnik V,10/5/2021,15813152
ARG,CanSino,10/6/2021,80837
ARG,Moderna,10/6/2021,3100369
ARG,Oxford/AstraZeneca,10/6/2021,18151043
ARG,Pfizer/BioNTech,10/6/2021,328292
ARG,Sinopharm/Beijing,10/6/2021,16889357
ARG,Sputnik V,10/6/2021,15896552
ARG,CanSino,10/7/2021,83534
ARG,Moderna,10/7/2021,3130633
ARG,Oxford/AstraZeneca,10/7/2021,18251149
ARG,Pfizer/BioNTech,10/7/2021,372910
ARG,Sinopharm/Beijing,10/7/2021,16925576
ARG,Sputnik V,10/7/2021,15947658
ARG,CanSino,10/8/2021,84444
ARG,Moderna,10/8/2021,3136191
ARG,Oxford/AstraZeneca,10/8/2021,18302384
ARG,Pfizer/BioNTech,10/8/2021,387897
ARG,Sinopharm/Beijing,10/8/2021,16939327
ARG,Sputnik V,10/8/2021,15982674
ARG,CanSino,10/9/2021,85261
ARG,Moderna,10/9/2021,3141476
ARG,Oxford/AstraZeneca,10/9/2021,18344447
ARG,Pfizer/BioNTech,10/9/2021,391790
ARG,Sinopharm/Beijing,10/9/2021,16960417
ARG,Sputnik V,10/9/2021,16025569
ARG,CanSino,10/10/2021,85504
ARG,Moderna,10/10/2021,3144037
ARG,Oxford/AstraZeneca,10/10/2021,18368940
ARG,Pfizer/BioNTech,10/10/2021,394137
ARG,Sinopharm/Beijing,10/10/2021,16980537
ARG,Sputnik V,10/10/2021,16054677
ARG,CanSino,10/11/2021,85734
ARG,Moderna,10/11/2021,3147474
ARG,Oxford/AstraZeneca,10/11/2021,18390483
ARG,Pfizer/BioNTech,10/11/2021,398025
ARG,Sinopharm/Beijing,10/11/2021,17010221
ARG,Sputnik V,10/11/2021,16072402
ARG,CanSino,10/12/2021,87907
ARG,Moderna,10/12/2021,3189345
ARG,Oxford/AstraZeneca,10/12/2021,18431731
ARG,Pfizer/BioNTech,10/12/2021,434183
ARG,Sinopharm/Beijing,10/12/2021,17181631
ARG,Sputnik V,10/12/2021,16127033
ARG,CanSino,10/13/2021,90024
ARG,Moderna,10/13/2021,3203952
ARG,Oxford/AstraZeneca,10/13/2021,18470640
ARG,Pfizer/BioNTech,10/13/2021,480872
ARG,Sinopharm/Beijing,10/13/2021,17399910
ARG,Sputnik V,10/13/2021,16186623
ARG,CanSino,10/14/2021,92311
ARG,Moderna,10/14/2021,3212826
ARG,Oxford/AstraZeneca,10/14/2021,18512588
ARG,Pfizer/BioNTech,10/14/2021,554161
ARG,Sinopharm/Beijing,10/14/2021,17603389
ARG,Sputnik V,10/14/2021,16281495
ARG,CanSino,10/15/2021,94909
ARG,Moderna,10/15/2021,3221763
ARG,Oxford/AstraZeneca,10/15/2021,18548280
ARG,Pfizer/BioNTech,10/15/2021,644212
ARG,Sinopharm/Beijing,10/15/2021,17784170
ARG,Sputnik V,10/15/2021,16390098
ARG,CanSino,10/16/2021,95669
ARG,Moderna,10/16/2021,3226555
ARG,Oxford/AstraZeneca,10/16/2021,18562470
ARG,Pfizer/BioNTech,10/16/2021,743240
ARG,Sinopharm/Beijing,10/16/2021,17838964
ARG,Sputnik V,10/16/2021,16470572
ARG,CanSino,10/17/2021,95754
ARG,Moderna,10/17/2021,3229175
ARG,Oxford/AstraZeneca,10/17/2021,18567234
ARG,Pfizer/BioNTech,10/17/2021,784860
ARG,Sinopharm/Beijing,10/17/2021,17854328
ARG,Sputnik V,10/17/2021,16509838
ARG,CanSino,10/18/2021,98024
ARG,Moderna,10/18/2021,3241305
ARG,Oxford/AstraZeneca,10/18/2021,18593528
ARG,Pfizer/BioNTech,10/18/2021,999320
ARG,Sinopharm/Beijing,10/18/2021,17971904
ARG,Sputnik V,10/18/2021,16560832
ARG,CanSino,10/19/2021,100826
ARG,Moderna,10/19/2021,3249679
ARG,Oxford/AstraZeneca,10/19/2021,18626872
ARG,Pfizer/BioNTech,10/19/2021,1186951
ARG,Sinopharm/Beijing,10/19/2021,18110101
ARG,Sputnik V,10/19/2021,16615070
ARG,CanSino,10/20/2021,103418
ARG,Moderna,10/20/2021,3257722
ARG,Oxford/AstraZeneca,10/20/2021,18659507
ARG,Pfizer/BioNTech,10/20/2021,1363923
ARG,Sinopharm/Beijing,10/20/2021,18255163
ARG,Sputnik V,10/20/2021,16665003
ARG,CanSino,10/21/2021,106149
ARG,Moderna,10/21/2021,3298101
ARG,Oxford/AstraZeneca,10/21/2021,18693581
ARG,Pfizer/BioNTech,10/21/2021,1506587
ARG,Sinopharm/Beijing,10/21/2021,18414126
ARG,Sputnik V,10/21/2021,16706354
ARG,CanSino,10/22/2021,108226
ARG,Moderna,10/22/2021,3317716
ARG,Oxford/AstraZeneca,10/22/2021,18725071
ARG,Pfizer/BioNTech,10/22/2021,1615519
ARG,Sinopharm/Beijing,10/22/2021,18671853
ARG,Sputnik V,10/22/2021,16750706
ARG,CanSino,10/23/2021,108752
ARG,Moderna,10/23/2021,3323552
ARG,Oxford/AstraZeneca,10/23/2021,18740149
ARG,Pfizer/BioNTech,10/23/2021,1653887
ARG,Sinopharm/Beijing,10/23/2021,18799953
ARG,Sputnik V,10/23/2021,16779787
ARG,CanSino,10/24/2021,108888
ARG,Moderna,10/24/2021,3325245
ARG,Oxford/AstraZeneca,10/24/2021,18746970
ARG,Pfizer/BioNTech,10/24/2021,1667755
ARG,Sinopharm/Beijing,10/24/2021,18911476
ARG,Sputnik V,10/24/2021,16791742
