iso,date,people_vaccinated,people_fully_vaccinated,total_boosters
AUS,5/1/2021,1994063,260011,0
AUS,5/2/2021,1999899,260716,0
AUS,5/3/2021,2051573,265396,0
AUS,5/4/2021,2124394,271920,0
AUS,5/5/2021,2195139,278390,0
AUS,5/6/2021,2268890,285641,0
AUS,5/7/2021,2335211,292514,0
AUS,5/8/2021,2360192,294146,0
AUS,5/9/2021,2368476,294745,0
AUS,5/10/2021,2436106,300001,0
AUS,5/11/2021,2506399,306087,0
AUS,5/12/2021,2580660,314110,0
AUS,5/13/2021,2660509,320135,0
AUS,5/14/2021,2728447,328350,0
AUS,5/15/2021,2758361,330823,0
AUS,5/16/2021,2768527,331610,0
AUS,5/17/2021,2772593,410731,0
AUS,5/18/2021,2861133,417721,0
AUS,5/19/2021,2946301,425427,0
AUS,5/20/2021,3038105,434769,0
AUS,5/21/2021,3120757,,0
AUS,5/22/2021,3156107,,0
AUS,5/23/2021,3168814,,0
AUS,5/24/2021,3255437,435185,0
AUS,5/25/2021,3320569,474711,0
AUS,5/26/2021,3425248,481420,0
AUS,5/27/2021,3541569,489970,0
AUS,5/28/2021,3655905,497244,0
AUS,5/29/2021,3714197,498702,0
AUS,5/30/2021,3743622,499978,0
AUS,5/31/2021,3856485,506254,0
AUS,6/1/2021,3960329,541115,0
AUS,6/2/2021,4092509,550194,0
AUS,6/3/2021,4226528,559834,0
AUS,6/4/2021,4357962,569645,0
AUS,6/5/2021,4442925,573427,0
AUS,6/6/2021,4463413,613000,0
AUS,6/7/2021,4568516,635461,0
AUS,6/8/2021,4693030,651832,0
AUS,6/9/2021,4817746,669924,0
AUS,6/10/2021,4954528,686480,0
AUS,6/11/2021,,703581,0
AUS,6/12/2021,,710650,0
AUS,6/13/2021,5000913,866386,0
AUS,6/14/2021,5029208,902037,0
AUS,6/15/2021,5157291,926029,0
AUS,6/16/2021,5258090,961240,0
AUS,6/17/2021,5340569,1020097,0
AUS,6/18/2021,5447144,1044332,0
AUS,6/19/2021,5499359,1056670,0
AUS,6/20/2021,5509653,1081088,0
AUS,6/21/2021,5630732,1088652,0
AUS,6/22/2021,5645745,1214531,0
AUS,6/23/2021,5756508,1242690,0
AUS,6/24/2021,5777713,1359919,0
AUS,6/25/2021,5871374,1386231,0
AUS,6/26/2021,5876688,1449632,0
AUS,6/27/2021,5897308,1477358,0
AUS,6/28/2021,6021941,1478759,0
AUS,6/29/2021,6099088,1546497,0
AUS,6/30/2021,6109102,1633434,0
AUS,7/1/2021,6201581,1726273,0
AUS,7/2/2021,6274405,1808266,0
AUS,7/3/2021,6319911,1855746,0
AUS,7/4/2021,6348365,1877621,0
AUS,7/5/2021,6416805,1944225,0
AUS,7/6/2021,6496559,2023935,0
AUS,7/7/2021,6570649,2099475,0
AUS,7/8/2021,6646330,2180544,0
AUS,7/9/2021,6717106,2254598,0
AUS,7/10/2021,6766522,2303847,0
AUS,7/11/2021,6798066,2325721,0
AUS,7/12/2021,6869133,2400772,0
AUS,7/13/2021,6950177,2488649,0
AUS,7/14/2021,7030339,2578512,0
AUS,7/15/2021,7110598,2669945,0
AUS,7/16/2021,7189791,2753511,0
AUS,7/17/2021,7243962,2801868,0
AUS,7/18/2021,7274900,2828259,0
AUS,7/19/2021,7363541,2906803,0
AUS,7/20/2021,7449080,2994696,0
AUS,7/21/2021,7548583,3090133,0
AUS,7/22/2021,7643470,3183426,0
AUS,7/23/2021,7739291,3271964,0
AUS,7/24/2021,7803021,3327213,0
AUS,7/25/2021,7840804,3359005,0
AUS,7/26/2021,7934454,3445022,0
AUS,7/27/2021,8025806,3545062,0
AUS,7/28/2021,8137548,3656540,0
AUS,7/29/2021,8237020,3762007,0
AUS,7/30/2021,8344012,3865785,0
AUS,7/31/2021,8407015,3927056,0
AUS,8/1/2021,8445404,3964723,0
AUS,8/2/2021,8537516,4061924,0
AUS,8/3/2021,8644506,4174026,0
AUS,8/4/2021,8751409,4289820,0
AUS,8/5/2021,8872330,4408805,0
AUS,8/6/2021,8990538,4526588,0
AUS,8/7/2021,9061739,4611321,0
AUS,8/8/2021,9108510,4651958,0
AUS,8/9/2021,9217113,4761140,0
AUS,8/10/2021,9352280,4892237,0
AUS,8/11/2021,9484184,5023297,0
AUS,8/12/2021,9618874,5158400,0
AUS,8/13/2021,9760508,5295788,0
AUS,8/14/2021,9847969,5372888,0
AUS,8/15/2021,9905472,5409686,0
AUS,8/16/2021,10051748,5542237,0
AUS,8/17/2021,10195842,5671442,0
AUS,8/18/2021,10359796,5815832,0
AUS,8/19/2021,10519590,5958723,0
AUS,8/20/2021,10684738,6103421,0
AUS,8/21/2021,10793183,6190566,0
AUS,8/22/2021,10882390,6240640,0
AUS,8/23/2021,11043784,6368421,0
AUS,8/24/2021,11210096,6508204,0
AUS,8/25/2021,11391093,6661200,0
AUS,8/26/2021,11550262,6808469,0
AUS,8/27/2021,11724184,6950122,0
AUS,8/28/2021,11850205,7044253,0
AUS,8/29/2021,11956986,7095576,0
AUS,8/30/2021,12106618,7222529,0
AUS,8/31/2021,12293802,7369320,0
AUS,9/1/2021,12480413,7512554,0
AUS,9/2/2021,12640002,7653638,0
AUS,9/3/2021,12811797,7793356,0
AUS,9/4/2021,12938761,7879487,0
AUS,9/5/2021,13023788,7924726,0
AUS,9/6/2021,13160225,8046566,0
AUS,9/7/2021,13313703,8186949,0
AUS,9/8/2021,13480795,8330598,0
AUS,9/9/2021,13646933,8482722,0
AUS,9/10/2021,13800869,8631565,0
AUS,9/11/2021,13907333,8720390,0
AUS,9/12/2021,13986743,8773858,0
AUS,9/13/2021,14179661,8921250,0
AUS,9/14/2021,14336221,9066250,0
AUS,9/15/2021,14491771,9215782,0
AUS,9/16/2021,14648688,9360385,0
AUS,9/17/2021,14816773,9529749,0
AUS,9/18/2021,14939866,9633085,0
AUS,9/19/2021,15044653,9700572,0
AUS,9/20/2021,15211965,9853616,0
AUS,9/21/2021,15377929,10018707,0
AUS,9/22/2021,15549405,10183666,0
AUS,9/23/2021,15724785,10355227,0
AUS,9/24/2021,15867929,10522536,0
AUS,9/25/2021,15974334,10634837,0
AUS,9/26/2021,16050194,10703942,0
AUS,9/27/2021,16194869,10861999,0
AUS,9/28/2021,16348214,11039616,0
AUS,9/29/2021,16493044,11202638,0
AUS,9/30/2021,16649549,11386339,0
AUS,10/1/2021,16790440,11571446,0
AUS,10/2/2021,16882622,11689936,0
AUS,10/3/2021,16943837,11766864,0
AUS,10/4/2021,17027036,11868894,0
AUS,10/5/2021,17160890,12084896,0
AUS,10/6/2021,17287976,12293262,0
AUS,10/7/2021,17408468,12503241,151
AUS,10/8/2021,17521126,12720856,292
AUS,10/9/2021,17593798,12883681,433
AUS,10/10/2021,17644750,12998286,481
AUS,10/11/2021,17742605,13212457,715
AUS,10/12/2021,17844016,13446945,1055
AUS,10/13/2021,17936776,13672371,1328
AUS,10/14/2021,18030376,13891163,1658
AUS,10/15/2021,18118501,14101561,2110
AUS,10/16/2021,18170223,14245406,2444
AUS,10/17/2021,18214049,14360419,2662
AUS,10/18/2021,18292826,14558572,3159
AUS,10/19/2021,18373112,14753069,3726
AUS,10/20/2021,18452962,14946699,4617
AUS,10/21/2021,18531078,15144905,5398
AUS,10/22/2021,18603298,15342065,6183
AUS,10/23/2021,18652593,15484232,6577
AUS,10/24/2021,18692857,15569263,6828
AUS,10/25/2021,18760049,15733744,7581
AUS,10/26/2021,18823795,15893583,8307
AUS,10/27/2021,18883733,16050115,9518
AUS,10/28/2021,18944029,16212257,10541
AUS,10/29/2021,18996212,16363567,14041
AUS,10/30/2021,19029312,16469355,17195
AUS,10/31/2021,19052562,16529442,21087
AUS,11/1/2021,19100734,16678894,45613
AUS,11/2/2021,19138869,16777488,73476
AUS,11/3/2021,19177383,16907279,100000
AUS,11/4/2021,19218733,17033089,127255
AUS,11/5/2021,19261941,17164167,150000
AUS,11/6/2021,19286079,17237996,173000
AUS,11/7/2021,19303290,17283428,176783
AUS,11/8/2021,19338366,17389176,191218
AUS,11/9/2021,19373942,17487181,206926
AUS,11/10/2021,19417387,17582957,221690
AUS,11/11/2021,19466357,17680831,236767
AUS,11/12/2021,19514381,17778385,251293
AUS,11/13/2021,19541933,17835028,257462
AUS,11/14/2021,19563025,17872077,260638
AUS,11/15/2021,19605792,17958614,271460
AUS,11/16/2021,19646353,18041042,284837
AUS,11/17/2021,19684790,18116999,298841
AUS,11/18/2021,19723676,18192428,312339
AUS,11/19/2021,19758303,18266176,324285
AUS,11/20/2021,19779653,18309411,331734
AUS,11/21/2021,19787505,18323181,333463
AUS,11/22/2021,19829190,18410862,346587
AUS,11/23/2021,19861082,18472524,361690
AUS,11/24/2021,19892336,18533097,375635
AUS,11/25/2021,19922295,18594054,390625
AUS,11/26/2021,19950573,18655024,405698
AUS,11/27/2021,19965449,18685541,411864
AUS,11/28/2021,19975729,18704697,415162
AUS,11/29/2021,20001144,18759075,430584
AUS,11/30/2021,20025197,18808812,448945
AUS,12/1/2021,20047381,18858248,470000
AUS,12/2/2021,20068712,18910601,495252
AUS,12/3/2021,20088965,18962130,521744
AUS,12/4/2021,20099492,18990458,531846
AUS,12/5/2021,20106757,19008755,536892
AUS,12/6/2021,20124711,19055462,559046
AUS,12/7/2021,20142711,19101361,583480
AUS,12/8/2021,20161524,19149409,611752
AUS,12/9/2021,20180465,19196983,641791
AUS,12/10/2021,20196129,19238301,671067
AUS,12/11/2021,20205275,19262415,687067
AUS,12/12/2021,20208813,19271471,697357
AUS,12/13/2021,20230376,19329106,771682
AUS,12/14/2021,20249293,19375276,868122
AUS,12/15/2021,20268871,19421269,985598
AUS,12/16/2021,20289049,19468074,1117020
AUS,12/17/2021,20309711,19515162,1257901
AUS,12/18/2021,20320601,19538547,1328784
AUS,12/19/2021,20328607,19553057,1369724
AUS,12/20/2021,20346169,19587839,1511654
AUS,12/21/2021,20363806,19620308,1668344
AUS,12/22/2021,20380970,19651146,1835632
AUS,12/23/2021,20397079,19678606,1984415
AUS,12/26/2021,20410720,19699622,2093618
AUS,12/27/2021,20413876,19704056,2117070
AUS,12/28/2021,20417817,19709450,2144822
AUS,12/29/2021,20430343,19733014,2257302
AUS,12/30/2021,20444346,19755837,2380356
AUS,1/2/2022,20460234,19778026,2530010
AUS,1/3/2022,20463839,19782523,2566329
AUS,1/4/2022,20475452,19806589,2742552
AUS,1/5/2022,20488662,19832376,2965117
AUS,1/6/2022,20503096,19857649,3197703
AUS,1/7/2022,20516623,19882365,3424680
AUS,1/8/2022,20524868,19896355,3565888
AUS,1/9/2022,20529932,19904821,3651855
AUS,1/10/2022,20578901,19928352,3867210
AUS,1/11/2022,20644440,19946441,4109839
AUS,1/12/2022,20714403,19967401,4363951
AUS,1/13/2022,20784959,19987928,4618466
AUS,1/14/2022,20857930,20006998,4864238
AUS,1/15/2022,20905692,20015852,4998093
AUS,1/16/2022,20938457,20020735,5075274
AUS,1/17/2022,21009044,20036097,5316772
AUS,1/18/2022,21078643,20050685,5553110
AUS,1/19/2022,21148938,20066316,5798370
AUS,1/20/2022,21218556,20083160,6063134
AUS,1/21/2022,21284622,20098787,6315471
AUS,1/22/2022,21324245,20106005,6459388
AUS,1/23/2022,21352957,20110855,6546383
AUS,1/24/2022,21414046,20123268,6793237
AUS,1/25/2022,21472820,20137891,7041225
AUS,1/26/2022,21490441,20142694,7100976
AUS,1/27/2022,21543461,20160170,7333843
AUS,1/28/2022,21596983,20178059,7568852
AUS,1/29/2022,21629171,20188421,7699044
AUS,1/30/2022,21647934,20194741,7764564
AUS,1/31/2022,21683520,20211402,7971368
AUS,2/1/2022,21712260,20228401,8191679
AUS,2/2/2022,21738444,20243421,8418676
AUS,2/3/2022,21763718,20258283,8631286
AUS,2/4/2022,21787774,20273781,8838517
AUS,2/5/2022,21803823,20282518,8941520
AUS,2/6/2022,21813079,20287496,8997661
AUS,2/7/2022,21831166,20300210,9182529
AUS,2/8/2022,21849002,20313139,9371322
AUS,2/9/2022,21865954,20326872,9554451
AUS,2/10/2022,21880794,20339977,9727513
AUS,2/11/2022,21895835,20353147,9901711
AUS,2/12/2022,21906946,20360127,9991919
AUS,2/13/2022,21911397,20363428,10033545
AUS,2/14/2022,21922677,20374213,10178057
AUS,2/15/2022,21933086,20384601,10317497
AUS,2/16/2022,21943571,20393712,10453973
AUS,2/17/2022,21954313,20403693,10583499
AUS,2/18/2022,21967182,20414450,10714931
AUS,2/19/2022,21976357,20420498,10786717
AUS,2/20/2022,21980295,20423361,10821136
AUS,2/21/2022,21992267,20433044,10940087
AUS,2/22/2022,22004154,20441976,11051331
AUS,2/23/2022,22015487,20450588,11155371
AUS,2/24/2022,22026289,20459281,11259012
AUS,2/25/2022,22036909,20468250,11361043
AUS,2/26/2022,22044111,20473343,11415349
AUS,2/27/2022,22047151,20475638,11440678
AUS,2/28/2022,22055898,20483240,11526369
AUS,3/1/2022,22063566,20490408,11601534
AUS,3/2/2022,22070693,20497591,11673608
AUS,3/3/2022,22078148,20505135,11744570
AUS,3/4/2022,22085942,20513850,11818742
AUS,3/5/2022,22091094,20520964,11857647
AUS,3/6/2022,22093332,20524493,11874570
AUS,3/7/2022,22098997,20543714,11927321
AUS,3/8/2022,22105692,20568346,11985296
AUS,3/9/2022,22111780,20596172,12041601
AUS,3/10/2022,22117596,20626131,12098500
AUS,3/11/2022,22124182,20661863,12162575
AUS,3/12/2022,22128293,20696352,12195821
AUS,3/13/2022,22130630,20714246,12209966
AUS,3/14/2022,22135420,20743572,12249384
AUS,3/15/2022,22141043,20780753,12302592
AUS,3/16/2022,22146677,20817597,12352672
AUS,3/17/2022,22152482,20852962,12402691
AUS,3/18/2022,22158259,20893155,12455925
AUS,3/19/2022,22162034,20931268,12484446
AUS,3/20/2022,22163996,20952845,12497152
AUS,3/21/2022,22169145,20988310,12543036
AUS,3/22/2022,22174087,21020180,12588827
AUS,3/23/2022,22178419,21043844,12632045
AUS,3/24/2022,22183299,21072503,12677108
AUS,3/25/2022,22188155,21104880,12724583
AUS,3/26/2022,22191506,21136762,12749337
AUS,3/27/2022,22193476,21153372,12760939
AUS,3/28/2022,22198092,21179377,12801846
AUS,3/29/2022,22202366,21200432,12840115
AUS,3/30/2022,22206384,21219755,12877035
AUS,3/31/2022,22210293,21240452,12911947
AUS,4/1/2022,22214445,21260487,12947025
AUS,4/2/2022,22217203,21280501,12964119
AUS,4/3/2022,22218298,21291087,12972174
AUS,4/4/2022,22222194,21307694,13002602
AUS,4/5/2022,22225434,21322046,13031964
AUS,4/6/2022,22228650,21335439,13060294
AUS,4/7/2022,22231734,21348489,13088177
AUS,4/8/2022,,21363417,13116627
AUS,4/9/2022,,21372943,13128699
AUS,4/10/2022,,21378262,13286513
AUS,4/11/2022,,21396664,13317459
AUS,4/12/2022,,21410025,13343842
AUS,4/13/2022,,21422263,13367049
AUS,4/14/2022,,21434290,13391428
AUS,4/15/2022,,21435569,13393506
AUS,4/16/2022,,21438984,13398681
AUS,4/17/2022,,21439688,13462452
AUS,4/18/2022,,21441137,13467133
AUS,4/19/2022,,21452092,13488405
AUS,4/20/2022,,21462052,13508982
AUS,4/21/2022,,21471656,13529513
AUS,4/22/2022,,21482424,13549792
AUS,4/23/2022,,21490232,13559379
AUS,4/24/2022,,21493460,13694925
AUS,4/25/2022,,21494357,13696802
AUS,4/26/2022,,21502153,13714345
AUS,4/27/2022,,21508496,13730241
AUS,4/28/2022,,21514550,13746068
AUS,4/29/2022,,21521419,13762209
AUS,4/30/2022,,21527099,13769753
AUS,5/1/2022,,21528799,13927876
AUS,5/2/2022,,21533340,13939476
AUS,5/3/2022,,21537560,13953035
AUS,5/4/2022,,21541667,13966068
AUS,5/5/2022,,21545790,13979721
AUS,5/6/2022,,21550385,13992829
AUS,5/7/2022,,21553633,13998418
AUS,5/8/2022,,21554537,14206545
AUS,5/9/2022,,21557891,14218708
AUS,5/10/2022,,21561125,14230973
AUS,5/11/2022,,21564370,14242894
AUS,5/12/2022,,21567673,14255070
AUS,5/13/2022,,21571384,14267114
AUS,5/14/2022,,21571384,14272400
AUS,5/15/2022,,21575026,14527073
AUS,5/16/2022,,21577946,14538424
AUS,5/17/2022,,21580707,14549314
AUS,5/18/2022,,21583607,14560707
AUS,5/19/2022,,21586740,14571977
AUS,5/20/2022,,21590037,14583020
AUS,5/21/2022,,21592267,14587855
AUS,5/22/2022,,21593262,14855317
AUS,5/23/2022,,21595792,14906501
AUS,5/24/2022,,21598349,14964679
AUS,5/25/2022,,21600827,15022669
AUS,5/26/2022,,21603360,15082078
AUS,5/27/2022,,21606395,15137443
AUS,5/28/2022,,21606395,15150743
AUS,5/29/2022,,21609760,15162810
AUS,5/30/2022,,21612293,15212032
AUS,5/31/2022,,21614599,15267312
AUS,6/1/2022,,21616911,15323211
AUS,6/2/2022,,21619219,15378981
AUS,6/3/2022,,21622010,15429227
AUS,6/4/2022,,21622010,15440396
AUS,6/5/2022,,21624590,15449895
AUS,6/6/2022,,21626635,15490690
AUS,6/7/2022,,21628804,15543079
AUS,6/8/2022,,21630947,15592196
AUS,6/9/2022,,21633286,15643187
AUS,6/10/2022,,21635697,15685297
AUS,6/12/2022,,,15693206
AUS,6/13/2022,,21636888,15715917
AUS,6/14/2022,,21641140,15763259
AUS,6/15/2022,,21643147,15809249
AUS,6/16/2022,,21643777,15855742
AUS,6/17/2022,,21647523,15895938
AUS,6/18/2022,,,15908339
AUS,6/19/2022,,,15911187
AUS,6/20/2022,,,15949387
AUS,6/21/2022,,,15991809
AUS,6/22/2022,,,16031325
AUS,6/23/2022,,,16072663
AUS,6/24/2022,,,16107740
AUS,6/25/2022,,,16117499
AUS,6/26/2022,,,16121636
AUS,6/27/2022,,,16151996
AUS,6/28/2022,,,16187191
AUS,6/29/2022,,,16220228
AUS,6/30/2022,,,16253282
AUS,7/1/2022,,,16280641
AUS,7/2/2022,,,16288173
AUS,7/3/2022,,,16289905
AUS,7/4/2022,,,16318419
AUS,7/5/2022,,,16352535
AUS,7/6/2022,,,16388673
AUS,7/7/2022,,,16432702
AUS,7/8/2022,,,16487193
AUS,7/9/2022,,,16505643
AUS,7/10/2022,,,16512990
AUS,7/11/2022,,,16608804
AUS,7/12/2022,,,16723047
AUS,7/13/2022,,,16834530
AUS,7/14/2022,,,16946592
AUS,7/15/2022,,,17058703
AUS,7/16/2022,,,17105410
AUS,7/17/2022,,,17125242
AUS,7/18/2022,,,17223139
AUS,7/19/2022,,,17329593
AUS,7/20/2022,,,17432192
AUS,7/21/2022,,,17535147
AUS,7/22/2022,,,17636183
AUS,7/23/2022,,,17676707
AUS,7/24/2022,,,17691177
AUS,7/25/2022,,,17773414
AUS,7/26/2022,,,17860650
AUS,7/27/2022,,,17941716
AUS,7/28/2022,,,18020460
AUS,7/29/2022,,,18090649
AUS,7/30/2022,,,18119521
AUS,7/31/2022,,,18128815
AUS,8/1/2022,,,18182528
AUS,8/2/2022,,,18238992
AUS,8/3/2022,,,18291313
AUS,8/4/2022,,,18343383
AUS,8/8/2022,,,18450319
AUS,8/9/2022,,,18489245
AUS,8/10/2022,,,18524602
AUS,8/11/2022,,,18559235
AUS,8/14/2022,,,18608076
AUS,8/15/2022,,,18634216
AUS,8/16/2022,,,18662588
AUS,8/17/2022,,,18692846
AUS,8/18/2022,,,18718552
AUS,8/21/2022,,,18754700
AUS,8/22/2022,,,18773316
AUS,8/23/2022,,,18793980
AUS,8/24/2022,,,18813204
AUS,8/25/2022,,,18832487
AUS,8/26/2022,,,18832487
AUS,8/28/2022,,,18859966
AUS,8/29/2022,,,18875258
AUS,8/30/2022,,,18892933
AUS,8/31/2022,,,18908728
AUS,9/1/2022,,,18923633
AUS,9/4/2022,,,18945768
AUS,9/5/2022,,,18957759
AUS,9/6/2022,,,18971212
AUS,9/7/2022,,,18983873
AUS,9/8/2022,,,18996903
AUS,9/15/2022,,,19048216
AUS,9/22/2022,,,19096548
AUS,9/29/2022,,,19145155
AUS,11/3/2022,,,19293337
AUS,11/10/2022,,,19349035
AUS,11/17/2022,,,19442135
AUS,11/24/2022,,,19514697
AUS,12/1/2022,,,19567150
AUS,12/8/2022,,,19613644
AUS,12/15/2022,,,19656814
AUS,12/22/2022,,,19691609
AUS,1/5/2023,,,19721346
AUS,1/12/2023,,,19743221
AUS,1/19/2023,,,19762423
AUS,1/26/2023,,,19776130
AUS,2/2/2023,,,19790466
AUS,3/24/2023,22231907,21648824,
OWID_ENG,1/10/2021,1959151,374613,
OWID_ENG,1/11/2021,2080280,393925,
OWID_ENG,1/12/2021,2254556,407294,
OWID_ENG,1/13/2021,2494371,415656,
OWID_ENG,1/14/2021,2769164,420510,
OWID_ENG,1/15/2021,3090058,424327,
OWID_ENG,1/16/2021,3365492,426102,
OWID_ENG,1/17/2021,3520056,427386,
OWID_ENG,1/18/2021,3687206,431136,
OWID_ENG,1/19/2021,3985579,434125,
OWID_ENG,1/20/2021,4303730,436848,
OWID_ENG,1/21/2021,4661293,439182,
OWID_ENG,1/22/2021,5085771,440300,
OWID_ENG,1/23/2021,5529101,441074,
OWID_ENG,1/24/2021,5727693,441684,
OWID_ENG,1/25/2021,5962544,443010,
OWID_ENG,1/26/2021,6221850,444011,
OWID_ENG,1/27/2021,6473752,445101,
OWID_ENG,1/28/2021,6816945,446372,
OWID_ENG,1/29/2021,7253305,447898,
OWID_ENG,1/30/2021,7792996,458150,
OWID_ENG,1/31/2021,8082355,460907,
OWID_ENG,2/1/2021,8362868,462503,
OWID_ENG,2/2/2021,8663041,463889,
OWID_ENG,2/3/2021,9041835,466171,
OWID_ENG,2/4/2021,9430261,468782,
OWID_ENG,2/5/2021,9831897,470723,
OWID_ENG,2/6/2021,10290215,471324,
OWID_ENG,2/7/2021,10519729,471636,
OWID_ENG,2/8/2021,10771998,473055,
OWID_ENG,2/9/2021,11083652,475228,
OWID_ENG,2/10/2021,11422507,479320,
OWID_ENG,2/11/2021,11809241,483966,
OWID_ENG,2/12/2021,12246166,487699,
OWID_ENG,2/13/2021,12675663,489885,
OWID_ENG,2/14/2021,12862909,490722,
OWID_ENG,2/15/2021,13082669,492576,
OWID_ENG,2/16/2021,13395338,495704,
OWID_ENG,2/17/2021,13817914,500201,
OWID_ENG,2/18/2021,14214176,504762,
OWID_ENG,2/19/2021,14537978,508657,
OWID_ENG,2/20/2021,14844087,511089,
OWID_ENG,2/21/2021,14958074,513435,
OWID_ENG,2/22/2021,15113158,518779,
OWID_ENG,2/23/2021,15398055,528360,
OWID_ENG,2/24/2021,15794992,542569,
OWID_ENG,2/25/2021,16227104,558737,
OWID_ENG,2/26/2021,16679881,574963,
OWID_ENG,2/27/2021,17051245,590547,
OWID_ENG,2/28/2021,17212804,599935,
OWID_ENG,3/1/2021,17373384,612567,
OWID_ENG,3/2/2021,17554700,640219,
OWID_ENG,3/3/2021,17785702,684220,
OWID_ENG,3/4/2021,18106090,729265,
OWID_ENG,3/5/2021,18491771,766500,
OWID_ENG,3/6/2021,18875389,788188,
OWID_ENG,3/7/2021,19015497,797321,
OWID_ENG,3/8/2021,19199233,821121,
OWID_ENG,3/9/2021,19380360,868272,
OWID_ENG,3/10/2021,19587080,939232,
OWID_ENG,3/11/2021,19798473,1008912,
OWID_ENG,3/12/2021,20111189,1076426,
OWID_ENG,3/13/2021,20568821,1115066,
OWID_ENG,3/14/2021,20791838,1129444,
OWID_ENG,3/15/2021,21122514,1161526,
OWID_ENG,3/16/2021,21493356,1224435,
OWID_ENG,3/17/2021,21886125,1315341,
OWID_ENG,3/18/2021,22337590,1419950,
OWID_ENG,3/19/2021,22873079,1520680,
OWID_ENG,3/20/2021,23559503,1591129,
OWID_ENG,3/21/2021,23854862,1621547,
OWID_ENG,3/22/2021,24137423,1685983,
OWID_ENG,3/23/2021,24406074,1820530,
OWID_ENG,3/24/2021,24681955,2028543,
OWID_ENG,3/25/2021,24940005,2226749,
OWID_ENG,3/26/2021,25284013,2477711,
OWID_ENG,3/27/2021,25651406,2679046,
OWID_ENG,3/28/2021,25903782,2806124,
OWID_ENG,3/29/2021,26090111,2943529,
OWID_ENG,3/30/2021,26266174,3177357,
OWID_ENG,3/31/2021,26454219,3519105,
OWID_ENG,4/1/2021,26576629,3931103,
OWID_ENG,4/2/2021,26644910,4146857,
OWID_ENG,4/3/2021,26719422,4304760,
OWID_ENG,4/4/2021,26746039,4344251,
OWID_ENG,4/5/2021,26765865,4398311,
OWID_ENG,4/6/2021,26820161,4560777,
OWID_ENG,4/7/2021,26879123,4933018,
OWID_ENG,4/8/2021,26934662,5336230,
OWID_ENG,4/9/2021,26996936,5740436,
OWID_ENG,4/10/2021,27070991,6177878,
OWID_ENG,4/11/2021,27107590,6338332,
OWID_ENG,4/12/2021,27132941,6504605,
OWID_ENG,4/13/2021,27172302,6762337,
OWID_ENG,4/14/2021,27251419,7054720,
OWID_ENG,4/15/2021,27345006,7417722,
OWID_ENG,4/16/2021,27447286,7863747,
OWID_ENG,4/17/2021,27559381,8322627,
OWID_ENG,4/18/2021,27628579,8518498,
OWID_ENG,4/19/2021,27713634,8734163,
OWID_ENG,4/20/2021,27798505,9007092,
OWID_ENG,4/21/2021,27891208,9346865,
OWID_ENG,4/22/2021,27995196,9692540,
OWID_ENG,4/23/2021,28102852,10086684,
OWID_ENG,4/24/2021,28227710,10564692,
OWID_ENG,4/25/2021,28289296,10791851,
OWID_ENG,4/26/2021,28356779,11041619,
OWID_ENG,4/27/2021,28441846,11355235,
OWID_ENG,4/28/2021,28545198,11749387,
OWID_ENG,4/29/2021,28656174,12144430,
OWID_ENG,4/30/2021,28771540,12506188,
OWID_ENG,5/1/2021,28895159,12835358,
OWID_ENG,5/2/2021,28965936,12972758,
OWID_ENG,5/3/2021,29025049,13072543,
OWID_ENG,5/4/2021,29124310,13284182,
OWID_ENG,5/5/2021,29232101,13632735,
OWID_ENG,5/6/2021,29333695,14051967,
OWID_ENG,5/7/2021,29441213,14466698,
OWID_ENG,5/8/2021,29578216,14871208,
OWID_ENG,5/9/2021,29651554,15031521,
OWID_ENG,5/10/2021,29727664,15224244,
OWID_ENG,5/11/2021,29826179,15533159,
OWID_ENG,5/12/2021,29973113,15935683,
OWID_ENG,5/13/2021,30146933,16314333,
OWID_ENG,5/14/2021,30331992,16660758,
OWID_ENG,5/15/2021,30537954,17014522,
OWID_ENG,5/16/2021,30643474,17172209,
OWID_ENG,5/17/2021,30729420,17382651,
OWID_ENG,5/18/2021,30884041,17651934,
OWID_ENG,5/19/2021,31120020,17960954,
OWID_ENG,5/20/2021,31354838,18328096,
OWID_ENG,5/21/2021,31546846,18699556,
OWID_ENG,5/22/2021,31725097,19207569,
OWID_ENG,5/23/2021,31826805,19427631,
OWID_ENG,5/24/2021,31922289,19707303,
OWID_ENG,5/25/2021,32079373,20034770,
OWID_ENG,5/26/2021,32285684,20403324,
OWID_ENG,5/27/2021,32509194,20777366,
OWID_ENG,5/28/2021,32683816,21158221,
OWID_ENG,5/29/2021,32839283,21540037,
OWID_ENG,5/30/2021,32938496,21719461,
OWID_ENG,5/31/2021,33009444,21874135,
OWID_ENG,6/1/2021,33085145,22153420,
OWID_ENG,6/2/2021,33217813,22442383,
OWID_ENG,6/3/2021,33375148,22755909,
OWID_ENG,6/4/2021,33525485,23077511,
OWID_ENG,6/5/2021,33700486,23493155,
OWID_ENG,6/6/2021,33800107,23710646,
OWID_ENG,6/7/2021,33889746,23954753,
OWID_ENG,6/8/2021,33998814,24207450,
OWID_ENG,6/9/2021,34148547,24461363,
OWID_ENG,6/10/2021,34321990,24710013,
OWID_ENG,6/11/2021,34499129,24961654,
OWID_ENG,6/12/2021,34727273,25238467,
OWID_ENG,6/13/2021,34851139,25391916,
OWID_ENG,6/14/2021,34965745,25566178,
OWID_ENG,6/15/2021,35120392,25741881,
