iso,date,people_vaccinated,people_fully_vaccinated,total_boosters
OWID_ENG,11/28/2022,45360524,42856687,66661271
OWID_ENG,11/29/2022,45361380,42857630,66763465
OWID_ENG,11/30/2022,45362226,42858653,66860147
OWID_ENG,12/1/2022,45362864,42859396,66940755
OWID_ENG,12/2/2022,45363738,42860491,67016653
OWID_ENG,12/3/2022,45365341,42863555,67117870
OWID_ENG,12/4/2022,45365837,42864504,67139598
OWID_ENG,12/5/2022,45366195,42865558,67200397
OWID_ENG,12/6/2022,45366837,42866408,67268451
OWID_ENG,12/7/2022,45367525,42867291,67330841
OWID_ENG,12/8/2022,45368118,42868001,67394748
OWID_ENG,12/9/2022,45368744,42868868,67453257
OWID_ENG,12/10/2022,45370035,42871440,67528998
OWID_ENG,12/11/2022,45370509,42872490,67545768
OWID_ENG,12/12/2022,45371090,42873299,67589985
OWID_ENG,12/13/2022,45371584,42873988,67637657
OWID_ENG,12/14/2022,45372169,42874671,67686657
OWID_ENG,12/15/2022,45372735,42875249,67731245
OWID_ENG,12/16/2022,45373327,42876072,67773850
OWID_ENG,12/17/2022,45374297,42878044,67821525
OWID_ENG,12/18/2022,45374671,42878848,67832165
OWID_ENG,12/19/2022,45376354,42880275,67872951
OWID_ENG,12/20/2022,45376957,42881120,67908829
OWID_ENG,12/21/2022,45377593,42881984,67940250
OWID_ENG,12/22/2022,45378226,42882848,67964592
OWID_ENG,12/23/2022,45378837,42883717,67979377
OWID_ENG,12/24/2022,45379028,42883976,67982732
OWID_ENG,12/25/2022,45379032,42883978,67982860
OWID_ENG,12/26/2022,45379042,42883994,67982975
OWID_ENG,12/27/2022,45379107,42884039,67983941
OWID_ENG,12/28/2022,45379925,42885191,67999602
OWID_ENG,12/29/2022,45380716,42886189,68019110
OWID_ENG,12/30/2022,45381418,42887239,68035637
OWID_ENG,12/31/2022,,,68042568
OWID_ENG,1/1/2023,,,68042830
OWID_ENG,1/2/2023,45381430,42887823,68043339
OWID_ENG,1/3/2023,45382088,42888733,68063235
OWID_ENG,1/4/2023,45382819,42889569,68088673
OWID_ENG,1/5/2023,45383317,42890190,68113283
OWID_ENG,1/6/2023,45384082,42891069,68141021
OWID_ENG,1/7/2023,45385571,42893616,68173432
OWID_ENG,1/8/2023,45385951,42894314,68179421
OWID_ENG,1/9/2023,45386901,42895594,68199247
OWID_ENG,1/10/2023,45387398,42896302,68217652
OWID_ENG,1/11/2023,45387949,42897099,68236037
OWID_ENG,1/12/2023,45388479,42897931,68253272
OWID_ENG,1/13/2023,45389132,42899010,68271292
OWID_ENG,1/14/2023,45390389,42901823,68292208
OWID_ENG,1/15/2023,45390715,42902475,68296965
OWID_ENG,1/16/2023,45391208,42903481,68307886
OWID_ENG,1/17/2023,45391629,42904154,68318833
OWID_ENG,1/18/2023,45391994,42904727,68328503
OWID_ENG,1/19/2023,45392454,42905479,68339684
OWID_ENG,1/20/2023,45393063,42906510,68351821
OWID_ENG,1/21/2023,45394309,42909520,68368096
OWID_ENG,1/22/2023,45394592,42910263,68370954
OWID_ENG,1/23/2023,45395060,42911018,68378689
OWID_ENG,1/24/2023,45395450,42911611,68387423
OWID_ENG,1/25/2023,45395873,42912306,68396335
OWID_ENG,1/26/2023,45396318,42912986,68406313
OWID_ENG,1/27/2023,45396871,42913940,68417903
OWID_ENG,1/28/2023,45397921,42916488,68430338
OWID_ENG,1/29/2023,45398149,42916983,68433092
OWID_ENG,1/30/2023,45399533,42917875,68440263
OWID_ENG,1/31/2023,45399825,42918473,68448158
OWID_ENG,2/1/2023,45400200,42919131,68456409
OWID_ENG,2/2/2023,45400552,42919707,68464978
OWID_ENG,2/3/2023,45400960,42920420,68473265
OWID_ENG,2/4/2023,45401972,42922427,68485378
OWID_ENG,2/5/2023,45402280,42923154,68488571
OWID_ENG,2/6/2023,45402957,42924171,68497736
OWID_ENG,2/7/2023,45403282,42924707,68508065
OWID_ENG,2/8/2023,45403738,42925407,68520887
OWID_ENG,2/9/2023,45404240,42926148,68535931
OWID_ENG,2/10/2023,45404793,42927085,68552171
OWID_ENG,2/11/2023,45406006,42929838,68571931
OWID_ENG,2/12/2023,45406272,42930516,68577240
OWID_ENG,2/13/2023,45406670,42931503,68578492
OWID_ENG,2/14/2023,45406943,42932081,68579265
OWID_ENG,2/15/2023,45407249,42932775,68580001
OWID_ENG,2/16/2023,45407631,42933540,68580792
OWID_ENG,2/17/2023,45408006,42934385,68581350
OWID_ENG,2/18/2023,45408635,42936055,68581942
OWID_ENG,2/19/2023,45408731,42936267,68582022
OWID_ENG,2/20/2023,45409016,42936728,68582309
OWID_ENG,2/21/2023,45409201,42936962,68582648
OWID_ENG,2/22/2023,45409382,42937295,68583028
OWID_ENG,2/23/2023,45409618,42937731,68583320
OWID_ENG,2/24/2023,45409889,42938228,68583648
OWID_ENG,2/25/2023,45410439,42939648,68583864
OWID_ENG,2/26/2023,45410706,42940141,68584066
OWID_ENG,2/27/2023,45410880,42940372,68584222
OWID_ENG,2/28/2023,45411127,42940589,68584550
OWID_ENG,3/1/2023,45411365,42940881,68584650
OWID_ENG,3/2/2023,45411521,42941197,68584794
OWID_ENG,3/3/2023,45411746,42941569,68584900
OWID_ENG,3/4/2023,45412248,42942668,68584969
OWID_ENG,3/5/2023,45412316,42942844,68585003
OWID_ENG,3/6/2023,45412821,42943434,68585265
OWID_ENG,3/7/2023,45412931,42943607,68585397
OWID_ENG,3/8/2023,45413104,42943860,68585543
OWID_ENG,3/9/2023,45413238,42944081,68585634
OWID_ENG,3/10/2023,45413439,42944413,68585683
OWID_ENG,3/11/2023,45413859,42945265,68585732
OWID_ENG,3/12/2023,45413966,42945482,68585763
OWID_ENG,3/13/2023,45414195,42945871,68585867
OWID_ENG,3/14/2023,45414345,42946058,68585950
OWID_ENG,3/15/2023,45414528,42946390,68585992
OWID_ENG,3/16/2023,45414680,42946677,68586051
OWID_ENG,3/17/2023,45414878,42946970,68586142
OWID_ENG,3/18/2023,45415233,42947787,
OWID_ENG,3/19/2023,45415279,42947901,
OWID_ENG,3/20/2023,45415499,42948238,68586162
OWID_ENG,3/21/2023,45415611,42948436,68586206
OWID_ENG,3/22/2023,45415745,42948640,68586234
OWID_ENG,3/23/2023,45415870,42948844,68586280
OWID_ENG,3/24/2023,45415993,42949078,68586323
OWID_ENG,3/25/2023,45416330,42949749,68586357
OWID_ENG,3/26/2023,45416380,42949889,68586360
OWID_ENG,3/27/2023,45416554,42950137,68586419
OWID_ENG,3/28/2023,45416636,42950283,68586461
OWID_ENG,3/29/2023,45416737,42950448,68586481
OWID_ENG,3/30/2023,45416789,42950527,68586524
OWID_ENG,3/31/2023,45416907,42950741,68586625
OWID_ENG,4/1/2023,45417074,42951034,68586637
OWID_ENG,4/2/2023,45417090,42951064,68586650
OWID_ENG,4/3/2023,45417090,42951064,68586650
OWID_ENG,4/10/2023,45417090,42951064,68586650
OWID_ENG,4/17/2023,45417090,42951064,68586650
OWID_ENG,4/24/2023,45417090,42951064,68586650
OWID_ENG,5/1/2023,45417090,42951064,68586650
OWID_ENG,5/8/2023,45417090,42951064,68586650
OWID_ENG,5/15/2023,45417090,42951064,68586650
OWID_ENG,5/22/2023,45417090,42951064,68586650
OWID_ENG,5/29/2023,45417090,42951064,68586650
OWID_ENG,5/31/2023,45417090,42951064,
OWID_ENG,6/5/2023,45417090,42951064,
OWID_ENG,6/12/2023,45417090,42951064,
OWID_ENG,6/19/2023,45417090,42951064,
OWID_ENG,6/26/2023,45417090,42951064,
OWID_ENG,7/3/2023,45417090,42951064,
OWID_ENG,7/10/2023,45417090,42951064,
DEU,12/27/2020,24427,0,0
DEU,12/28/2020,42500,0,0
DEU,12/29/2020,92729,0,0
DEU,12/30/2020,156942,0,0
DEU,12/31/2020,206927,0,0
DEU,1/1/2021,232650,0,0
DEU,1/2/2021,280485,0,0
DEU,1/3/2021,303099,0,0
DEU,1/4/2021,349461,0,0
DEU,1/5/2021,401983,0,0
DEU,1/6/2021,465111,0,0
DEU,1/7/2021,520032,0,0
DEU,1/8/2021,582938,0,0
DEU,1/9/2021,643542,0,0
DEU,1/10/2021,679400,0,0
DEU,1/11/2021,748203,0,0
DEU,1/12/2021,827568,0,0
DEU,1/13/2021,940046,0,0
DEU,1/14/2021,1024225,0,0
DEU,1/15/2021,1115190,977,0
DEU,1/16/2021,1172071,2221,0
DEU,1/17/2021,1202842,19304,0
DEU,1/18/2021,1270404,35069,0
DEU,1/19/2021,1354240,71169,0
DEU,1/20/2021,1433270,125154,0
DEU,1/21/2021,1497811,166283,0
DEU,1/22/2021,1566622,199931,0
DEU,1/23/2021,1607407,246265,0
DEU,1/24/2021,1633116,268425,0
DEU,1/25/2021,1685482,307163,0
DEU,1/26/2021,1736717,354681,0
DEU,1/27/2021,1787890,413210,0
DEU,1/28/2021,1834920,458990,0
DEU,1/29/2021,1884809,516957,0
DEU,1/30/2021,1919500,570463,0
DEU,1/31/2021,1945323,601932,0
DEU,2/1/2021,2003727,664098,0
DEU,2/2/2021,2069261,731522,0
DEU,2/3/2021,2133959,830110,0
DEU,2/4/2021,2196183,902673,0
DEU,2/5/2021,2265619,980920,0
DEU,2/6/2021,2311242,1029539,0
DEU,2/7/2021,2339550,1054822,0
DEU,2/8/2021,2392578,1111317,0
DEU,2/9/2021,2452895,1185858,0
DEU,2/10/2021,2530738,1263540,0
DEU,2/11/2021,2606501,1332612,0
DEU,2/12/2021,2686854,1408646,0
DEU,2/13/2021,2748952,1454487,0
DEU,2/14/2021,2788620,1480330,0
DEU,2/15/2021,2858820,1536125,0
DEU,2/16/2021,2937185,1592825,0
DEU,2/17/2021,3032659,1649346,0
DEU,2/18/2021,3124572,1702777,0
DEU,2/19/2021,3227769,1758601,0
DEU,2/20/2021,3304006,1794989,0
DEU,2/21/2021,3361771,1823324,0
DEU,2/22/2021,3460131,1881718,0
DEU,2/23/2021,3570202,1942327,0
DEU,2/24/2021,3687949,2001852,0
DEU,2/25/2021,3818971,2061345,0
DEU,2/26/2021,3965647,2129076,0
DEU,2/27/2021,4074235,2168951,0
DEU,2/28/2021,4153745,2193157,0
DEU,3/1/2021,4303321,2243125,0
DEU,3/2/2021,4471410,2295428,0
DEU,3/3/2021,4649325,2366336,0
DEU,3/4/2021,4832027,2429584,0
DEU,3/5/2021,5040725,2497144,0
DEU,3/6/2021,5195084,2545933,0
DEU,3/7/2021,5309580,2579512,0
DEU,3/8/2021,5496433,2631489,0
DEU,3/9/2021,5694867,2686564,0
DEU,3/10/2021,5917191,2754097,0
DEU,3/11/2021,6141298,2815143,0
DEU,3/12/2021,6399036,2886344,0
DEU,3/13/2021,6590466,2936785,0
DEU,3/14/2021,6725435,2972526,0
DEU,3/15/2021,6915850,3031882,0
DEU,3/16/2021,7027119,3100348,0
DEU,3/17/2021,7152069,3181622,0
DEU,3/18/2021,7270602,3257559,0
DEU,3/19/2021,7432237,3342333,0
DEU,3/20/2021,7600312,3395779,0
DEU,3/21/2021,7727019,3434161,0
DEU,3/22/2021,7920383,3510992,0
DEU,3/23/2021,8135374,3595490,0
DEU,3/24/2021,8385559,3685159,0
DEU,3/25/2021,8637208,3766578,0
DEU,3/26/2021,8922997,3855742,0
DEU,3/27/2021,9143041,3918361,0
DEU,3/28/2021,9286582,3971748,0
DEU,3/29/2021,9503385,4060825,0
DEU,3/30/2021,9737197,4153406,0
DEU,3/31/2021,9969934,4255149,0
DEU,4/1/2021,10211605,4346158,0
DEU,4/2/2021,10370129,4414245,0
DEU,4/3/2021,10538014,4479032,0
DEU,4/4/2021,10681005,4529699,0
DEU,4/5/2021,10859191,4600201,0
DEU,4/6/2021,11157049,4694914,0
DEU,4/7/2021,11786513,4791357,0
DEU,4/8/2021,12417890,4878482,0
DEU,4/9/2021,12950627,4967510,0
DEU,4/10/2021,13254837,5032852,0
DEU,4/11/2021,13465609,5083327,0
DEU,4/12/2021,13801033,5160190,0
DEU,4/13/2021,14330973,5234238,0
DEU,4/14/2021,15055478,5318175,0
DEU,4/15/2021,15667226,5388942,0
DEU,4/16/2021,16175345,5463596,0
DEU,4/17/2021,16477926,5520296,0
DEU,4/18/2021,16706088,5559417,0
DEU,4/19/2021,17042551,5621500,0
DEU,4/20/2021,17568268,5685139,0
DEU,4/21/2021,18243545,5759404,0
DEU,4/22/2021,18815174,5827524,0
DEU,4/23/2021,19287219,5897306,0
DEU,4/24/2021,19590706,5956559,0
DEU,4/25/2021,19821813,6005909,0
DEU,4/26/2021,20183733,6080665,0
DEU,4/27/2021,20948569,6175318,0
DEU,4/28/2021,21978256,6308321,0
DEU,4/29/2021,22787608,6445448,0
DEU,4/30/2021,23417029,6582835,0
DEU,5/1/2021,23667910,6656035,0
DEU,5/2/2021,23861727,6721201,0
DEU,5/3/2021,24200041,6837437,0
DEU,5/4/2021,24934347,7001156,0
DEU,5/5/2021,25906794,7239551,0
DEU,5/6/2021,26684835,7463126,0
DEU,5/7/2021,27309223,7696749,0
DEU,5/8/2021,27570576,7848537,0
DEU,5/9/2021,27750285,7949725,0
DEU,5/10/2021,28161977,8142075,0
DEU,5/11/2021,29030065,8441276,0
DEU,5/12/2021,30126164,8814835,1
DEU,5/13/2021,30385655,8969776,1
DEU,5/14/2021,30904486,9192428,1
DEU,5/15/2021,31138870,9352033,1
DEU,5/16/2021,31297546,9467572,1
DEU,5/17/2021,31650437,9666752,1
DEU,5/18/2021,32209320,10040145,1
DEU,5/19/2021,32831378,10608430,1
DEU,5/20/2021,33314874,11110166,1
DEU,5/21/2021,33733981,11535043,1
DEU,5/22/2021,33919878,11746566,1
DEU,5/23/2021,34042722,11896037,1
DEU,5/24/2021,34184756,12070343,1
DEU,5/25/2021,34496708,12464720,1
DEU,5/26/2021,35092100,13225336,1
DEU,5/27/2021,35588938,13861850,1
DEU,5/28/2021,36028011,14386450,1
DEU,5/29/2021,36209937,14629452,1
DEU,5/30/2021,36312597,14803017,1
DEU,5/31/2021,36562117,15180670,1
DEU,6/1/2021,37062543,15787617,270
DEU,6/2/2021,37728519,16547247,453
DEU,6/3/2021,38014262,16949752,622
DEU,6/4/2021,38377981,17459169,1049
DEU,6/5/2021,38508408,17771180,1216
DEU,6/6/2021,38571729,17985167,1336
DEU,6/7/2021,38816720,18401695,1452
DEU,6/8/2021,39258873,19176379,1612
DEU,6/9/2021,39836670,20198408,1854
DEU,6/10/2021,40348905,20992516,2137
DEU,6/11/2021,40809050,21657326,2529
DEU,6/12/2021,40976001,21955779,2732
DEU,6/13/2021,41043651,22155880,2957
DEU,6/14/2021,41307543,22585778,3342
DEU,6/15/2021,41752758,23344008,3612
DEU,6/16/2021,42319522,24291986,3788
DEU,6/17/2021,42800079,25038095,4565
DEU,6/18/2021,43210794,25657091,4755
DEU,6/19/2021,43358787,25957809,4890
DEU,6/20/2021,43431786,26170342,4975
DEU,6/21/2021,43670172,26585759,5104
DEU,6/22/2021,44107739,27338629,5246
DEU,6/23/2021,44670207,28232553,5371
DEU,6/24/2021,45219659,28755241,5484
DEU,6/25/2021,45634792,29269503,5607
DEU,6/26/2021,45789536,29537187,5730
DEU,6/27/2021,45877927,29730564,5799
DEU,6/28/2021,46138271,30107474,5899
DEU,6/29/2021,46581707,30686813,5999
DEU,6/30/2021,47103248,31310938,6090
DEU,7/1/2021,47569180,31817588,6182
DEU,7/2/2021,47960349,32268537,6310
DEU,7/3/2021,48126086,32487988,6375
DEU,7/4/2021,48220404,32650153,6439
DEU,7/5/2021,48427111,32984318,6544
DEU,7/6/2021,48736324,33531068,6622
DEU,7/7/2021,49097304,34251279,6790
DEU,7/8/2021,49387689,34845783,6888
DEU,7/9/2021,49612691,35358466,7056
DEU,7/10/2021,49718078,35594456,7138
DEU,7/11/2021,49785643,35747307,7234
DEU,7/12/2021,49947580,36059466,7336
DEU,7/13/2021,50157626,36689344,7424
DEU,7/14/2021,50398325,37521763,7639
DEU,7/15/2021,50599497,38119960,7851
DEU,7/16/2021,50770509,38602416,7974
DEU,7/17/2021,50860299,38790837,11354
DEU,7/18/2021,50928932,38901861,11399
DEU,7/19/2021,51032205,39174490,11491
DEU,7/20/2021,51181934,39690749,11612
DEU,7/21/2021,51361426,40330239,11718
DEU,7/22/2021,51505874,40850476,11823
DEU,7/23/2021,51629214,41270887,11964
DEU,7/24/2021,51692535,41418702,12281
DEU,7/25/2021,51729409,41493965,12324
DEU,7/26/2021,51811526,41748773,12412
DEU,7/27/2021,51929853,42234570,12559
DEU,7/28/2021,52073825,42837239,12826
DEU,7/29/2021,52196546,43310955,13078
DEU,7/30/2021,52304012,43681773,13418
DEU,7/31/2021,52363569,43813621,13643
DEU,8/1/2021,52398414,43883800,13839
DEU,8/2/2021,52468902,44106848,14067
DEU,8/3/2021,52565590,44515239,14469
DEU,8/4/2021,52685477,45014900,14871
DEU,8/5/2021,52790363,45449050,15239
DEU,8/6/2021,52885528,45785792,15649
DEU,8/7/2021,52939173,45913139,16109
DEU,8/8/2021,52965856,45995578,16276
DEU,8/9/2021,53028063,46228843,16637
DEU,8/10/2021,53121592,46607746,17008
DEU,8/11/2021,53250755,47060714,17649
DEU,8/12/2021,53377459,47426877,18263
DEU,8/13/2021,53490192,47721715,18898
DEU,8/14/2021,53558115,47848944,19550
DEU,8/15/2021,53595542,47923434,19789
DEU,8/16/2021,53680980,48106139,20520
DEU,8/17/2021,53805511,48382908,21284
DEU,8/18/2021,53953602,48695965,22251
DEU,8/19/2021,54092340,48940594,23384
DEU,8/20/2021,54216012,49129767,24583
DEU,8/21/2021,54288779,49210725,25247
DEU,8/22/2021,54327878,49262160,25617
DEU,8/23/2021,54419515,49397871,26469
DEU,8/24/2021,54551449,49591135,27786
DEU,8/25/2021,54702981,49806554,29770
DEU,8/26/2021,54843741,49982134,31759
DEU,8/27/2021,54964636,50127356,33900
DEU,8/28/2021,55035676,50194013,35073
DEU,8/29/2021,55071709,50238077,35875
DEU,8/30/2021,55157612,50342556,37208
DEU,8/31/2021,55284711,50492763,39486
DEU,9/1/2021,55420873,50664920,63048
DEU,9/2/2021,55544025,50807245,81899
DEU,9/3/2021,55641765,50921605,97759
DEU,9/4/2021,55689661,50975885,102474
DEU,9/5/2021,55716108,51006353,105565
DEU,9/6/2021,55780836,51082368,121443
DEU,9/7/2021,55883412,51206111,147124
DEU,9/8/2021,55997312,51349596,178900
DEU,9/9/2021,56109153,51485481,206945
DEU,9/10/2021,56194418,51601581,228934
DEU,9/11/2021,56237708,51660985,235149
DEU,9/12/2021,56260490,51695452,239608
DEU,9/13/2021,56322310,51777500,260108
DEU,9/14/2021,56426542,51906449,297241
DEU,9/15/2021,56540340,52060410,346604
DEU,9/16/2021,56654393,52203312,386968
DEU,9/17/2021,56742995,52324884,417791
DEU,9/18/2021,56784414,52387446,425552
DEU,9/19/2021,56806142,52423729,430590
DEU,9/20/2021,56858825,52507253,455967
DEU,9/21/2021,56948424,52637667,503773
DEU,9/22/2021,57044505,52785141,565501
DEU,9/23/2021,57143846,52925897,616032
DEU,9/24/2021,57217496,53043465,650955
DEU,9/25/2021,57249923,53101452,660731
DEU,9/26/2021,57266808,53132949,665911
DEU,9/27/2021,57313982,53209456,694057
DEU,9/28/2021,57395969,53331097,746413
DEU,9/29/2021,57478425,53460235,807246
DEU,9/30/2021,57553645,53577751,851750
DEU,10/1/2021,57597606,53638303,877711
DEU,10/2/2021,57609805,53652096,881082
DEU,10/3/2021,57613057,53656023,882457
DEU,10/4/2021,57644794,53702970,903214
DEU,10/5/2021,57709637,53808813,956740
DEU,10/6/2021,57775319,53917267,1020313
DEU,10/7/2021,57846590,54032484,1076339
DEU,10/8/2021,57895067,54106005,1116106
DEU,10/9/2021,57910324,54124126,1120881
DEU,10/10/2021,57915396,54129615,1122213
DEU,10/11/2021,57946322,54174698,1147334
DEU,10/12/2021,58004879,54271247,1210030
DEU,10/13/2021,58066638,54371105,1283030
DEU,10/14/2021,58130130,54475518,1349698
DEU,10/15/2021,58173201,54542951,1392966
DEU,10/16/2021,58188316,54561581,1398817
DEU,10/17/2021,58192758,54566979,1400889
DEU,10/18/2021,58220793,54609327,1431481
DEU,10/19/2021,58274154,54700013,1502318
DEU,10/20/2021,58328531,54791903,1588087
DEU,10/21/2021,58384275,54883820,1667162
DEU,10/22/2021,58422933,54943902,1721528
DEU,10/23/2021,58436875,54959884,1731693
DEU,10/24/2021,58440911,54964892,1734669
DEU,10/25/2021,58466637,55006490,1777760
DEU,10/26/2021,58518771,55100427,1886354
DEU,10/27/2021,58573221,55193540,2015961
DEU,10/28/2021,58628872,55288441,2143096
DEU,10/29/2021,58668736,55348500,2231289
DEU,10/30/2021,58683290,55364070,2248757
DEU,10/31/2021,58687279,55368166,2253651
DEU,11/1/2021,58699341,55385389,2286415
DEU,11/2/2021,58742662,55459877,2420783
DEU,11/3/2021,58796714,55542224,2611325
DEU,11/4/2021,58855140,55629172,2799880
DEU,11/5/2021,58898376,55684758,2946698
DEU,11/6/2021,58917367,55701246,2982099
DEU,11/7/2021,58923371,55706693,2994362
DEU,11/8/2021,58954566,55744335,3106839
DEU,11/9/2021,59016134,55826418,3359463
DEU,11/10/2021,59081928,55907744,3664532
DEU,11/11/2021,59152016,55992089,3965249
DEU,11/12/2021,59206792,56047565,4210165
DEU,11/13/2021,59232905,56065453,4272601
DEU,11/14/2021,59240874,56070197,4293167
DEU,11/15/2021,59280795,56107220,4471360
DEU,11/16/2021,59353398,56183130,4860495
DEU,11/17/2021,59428640,56256404,5313674
DEU,11/18/2021,59511324,56337200,5791823
DEU,11/19/2021,59584088,56394740,6200036
DEU,11/20/2021,59633033,56416422,6371761
DEU,11/21/2021,59647587,56423118,6430538
DEU,11/22/2021,59715951,56462009,6755076
DEU,11/23/2021,59841770,56543302,7411927
DEU,11/24/2021,59986097,56632141,8204196
DEU,11/25/2021,60131660,56724148,8938915
DEU,11/26/2021,60248708,56791943,9600039
DEU,11/27/2021,60358961,56831941,10157769
DEU,11/28/2021,60385604,56841699,10293981
DEU,11/29/2021,60469178,56888982,10758932
DEU,11/30/2021,60592071,56974571,11606044
DEU,12/1/2021,60717936,57064972,12670716
DEU,12/2/2021,60835152,57159743,13654175
DEU,12/3/2021,60933000,57231679,14566431
DEU,12/4/2021,61020582,57277295,15454525
DEU,12/5/2021,61041950,57290246,15694332
DEU,12/6/2021,61110177,57341891,16330900
DEU,12/7/2021,61204781,57430075,17356853
DEU,12/8/2021,61306290,57524590,18590003
DEU,12/9/2021,61400317,57623336,19724898
DEU,12/10/2021,61479136,57706685,20790079
DEU,12/11/2021,61552332,57764082,21879306
DEU,12/12/2021,61570178,57781171,22162583
DEU,12/13/2021,61624490,57843580,22856072
DEU,12/14/2021,61712344,57957161,24008853
DEU,12/15/2021,61816964,58083715,25341905
DEU,12/16/2021,61921695,58222406,26564007
DEU,12/17/2021,62027480,58338333,27623482
DEU,12/18/2021,62135177,58417079,28575981
DEU,12/19/2021,62177341,58439487,28861055
DEU,12/20/2021,62252653,58530404,29590433
DEU,12/21/2021,62352441,58667714,30596318
DEU,12/22/2021,62453499,58794636,31588519
DEU,12/23/2021,62513007,58868866,32126728
DEU,12/24/2021,62517017,58874156,32166301
DEU,12/25/2021,62518665,58876149,32190665
DEU,12/26/2021,62523969,58880965,32243112
DEU,12/27/2021,62574763,58945687,32734064
DEU,12/28/2021,62639457,59026418,33337535
DEU,12/29/2021,62704405,59099441,33900292
DEU,12/30/2021,62751201,59152024,34287650
DEU,12/31/2021,62755976,59158121,34336313
DEU,1/1/2022,62758193,59161033,34359871
DEU,1/2/2022,62774611,59175365,34483245
DEU,1/3/2022,62814204,59237711,34863598
DEU,1/4/2022,62871734,59334199,35412127
DEU,1/5/2022,62932160,59447804,36056117
DEU,1/6/2022,62983730,59540727,36596605
DEU,1/7/2022,63040539,59659139,37189404
DEU,1/8/2022,63086260,59742176,37580858
DEU,1/9/2022,63104972,59777035,37712524
DEU,1/10/2022,63142353,59862079,38150688
DEU,1/11/2022,63196740,59983478,38772797
DEU,1/12/2022,63256573,60118531,39460116
DEU,1/13/2022,63314902,60245514,40113280
DEU,1/14/2022,63377461,60360798,40716254
DEU,1/15/2022,63436211,60432530,41053094
DEU,1/16/2022,63455132,60456068,41165373
DEU,1/17/2022,63494717,60530606,41532944
DEU,1/18/2022,63545417,60628904,42037365
DEU,1/19/2022,63604009,60735617,42554044
DEU,1/20/2022,63661838,60843267,43090667
DEU,1/21/2022,63715286,60938647,43540599
DEU,1/22/2022,63753640,60996661,43740870
DEU,1/23/2022,63766922,61023294,43808743
DEU,1/24/2022,63798013,61088618,44069791
DEU,1/25/2022,63839566,61175405,44442672
DEU,1/26/2022,63881081,61260605,44820236
DEU,1/27/2022,63922913,61356714,45192533
DEU,1/28/2022,63961479,61438791,45510050
DEU,1/29/2022,63988005,61492581,45641708
DEU,1/30/2022,63996924,61513560,45687397
DEU,1/31/2022,64018481,61561557,45850623
DEU,2/1/2022,64044050,61618659,46061041
DEU,2/2/2022,64074692,61688076,46322555
DEU,2/3/2022,64103430,61755395,46568670
DEU,2/4/2022,64129589,61824638,46786040
DEU,2/5/2022,64145963,61876610,46865501
DEU,2/6/2022,64151547,61895014,46894568
DEU,2/7/2022,64164388,61934821,47009693
DEU,2/8/2022,64185948,61994031,47205704
DEU,2/9/2022,64205932,62054138,47408617
DEU,2/10/2022,64224726,62112919,47608370
DEU,2/11/2022,64242249,62171095,47783598
DEU,2/12/2022,64252761,62208522,47846106
DEU,2/13/2022,64255788,62220028,47866101
DEU,2/14/2022,64265339,62249927,47960734
DEU,2/15/2022,64279759,62296467,48123793
DEU,2/16/2022,64292818,62340200,48291812
DEU,2/17/2022,64305655,62386152,48461573
DEU,2/18/2022,64321877,62434140,48608235
DEU,2/19/2022,64328591,62461961,48654829
DEU,2/20/2022,64330977,62471403,48673998
DEU,2/21/2022,64341266,62499826,48767817
DEU,2/22/2022,64352971,62538373,48921317
DEU,2/23/2022,64363751,62574731,49081875
DEU,2/24/2022,64375151,62612983,49242890
DEU,2/25/2022,64384676,62646972,49375410
DEU,2/26/2022,64389663,62665386,49413931
DEU,2/27/2022,64392022,62670403,49425894
DEU,2/28/2022,64400829,62688649,49502268
DEU,3/1/2022,64410948,62713094,49630366
DEU,3/2/2022,64421904,62737178,49756278
DEU,3/3/2022,64433285,62766963,49931514
DEU,3/4/2022,64444659,62792040,50058241
DEU,3/5/2022,64451076,62803636,50095216
DEU,3/6/2022,64455376,62807927,50109100
DEU,3/7/2022,64463376,62821819,50182557
DEU,3/8/2022,64472581,62842744,50321473
DEU,3/9/2022,64480784,62861900,50472717
DEU,3/10/2022,64489355,62882818,50638167
DEU,3/11/2022,64498865,62903384,50775858
DEU,3/12/2022,64503367,62912374,50814601
DEU,3/13/2022,64505015,62915310,50828539
DEU,3/14/2022,64509934,62924632,50906780
DEU,3/15/2022,64517213,62940627,51057848
DEU,3/16/2022,64523760,62954529,51220892
DEU,3/17/2022,64530185,62969174,51394299
DEU,3/18/2022,64536643,62982576,51523971
DEU,3/19/2022,64540108,62989049,51562065
DEU,3/20/2022,64541911,62992151,51574226
DEU,3/21/2022,64545926,63000935,51656243
DEU,3/22/2022,64552941,63015018,51803142
DEU,3/23/2022,64558790,63028451,51962867
DEU,3/24/2022,64564825,63041953,52127307
DEU,3/25/2022,64570171,63055314,52260932
DEU,3/26/2022,64573016,63062189,52294112
DEU,3/27/2022,64573945,63064938,52306605
DEU,3/28/2022,64577299,63073405,52388619
DEU,3/29/2022,64582913,63084810,52537649
DEU,3/30/2022,64588008,63095818,52708554
DEU,3/31/2022,64593840,63108382,52871795
DEU,4/1/2022,64597861,63117550,52978633
DEU,4/2/2022,64599900,63121710,53007356
DEU,4/3/2022,64600866,63123221,53018706
DEU,4/4/2022,64603134,63128184,53086555
DEU,4/5/2022,64607344,63136811,53226175
