iso,stateName,date,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
USA,Alaska,12/17/2022,,,,,,,,453,619,,,
USA,Alaska,12/18/2022,,,,,,,,455,622,,,
USA,Alaska,12/19/2022,,,,,,,,457,625,,,
USA,Alaska,12/20/2022,,,,,,,,459,627,,,
USA,Alaska,12/21/2022,2063735,531886,64.92,474925,72.71,282.11,,461,630,0.631,337042.0,46.07
USA,Alaska,12/22/2022,,,,,,,,442,604,,,
USA,Alaska,12/23/2022,,,,,,,,424,580,,,
USA,Alaska,12/24/2022,,,,,,,,405,554,,,
USA,Alaska,12/25/2022,,,,,,,,387,529,,,
USA,Alaska,12/26/2022,,,,,,,,368,503,,,
USA,Alaska,12/27/2022,,,,,,,,350,478,,,
USA,Alaska,12/28/2022,2066295,532210,64.95,475125,72.75,282.46,,332,454,0.631,338839.0,46.32
USA,Alaska,12/29/2022,,,,,,,,329,450,,,
USA,Alaska,12/30/2022,,,,,,,,326,446,,,
USA,Alaska,12/31/2022,,,,,,,,323,442,,,
USA,Alaska,1/1/2023,,,,,,,,320,437,,,
USA,Alaska,1/2/2023,,,,,,,,317,433,,,
USA,Alaska,1/3/2023,,,,,,,,314,429,,,
USA,Alaska,1/4/2023,2070255,532458,64.97,475305,72.79,283,,311,425,0.631,340589.0,46.56
USA,Alaska,1/5/2023,,,,,,,,311,425,,,
USA,Alaska,1/6/2023,,,,,,,,311,425,,,
USA,Alaska,1/7/2023,,,,,,,,310,424,,,
USA,Alaska,1/8/2023,,,,,,,,310,424,,,
USA,Alaska,1/9/2023,,,,,,,,310,424,,,
USA,Alaska,1/10/2023,,,,,,,,310,424,,,
USA,Alaska,1/11/2023,2080445,532770,65,475494,72.83,284.39,,309,422,0.629,342254.0,46.79
USA,Alaska,1/12/2023,,,,,,,,321,439,,,
USA,Alaska,1/13/2023,,,,,,,,332,454,,,
USA,Alaska,1/14/2023,,,,,,,,343,469,,,
USA,Alaska,1/15/2023,,,,,,,,355,485,,,
USA,Alaska,1/16/2023,,,,,,,,366,500,,,
USA,Alaska,1/17/2023,,,,,,,,377,515,,,
USA,Alaska,1/18/2023,2087145,533079,65.03,475721,72.87,285.31,,389,532,0.628,344438.0,47.08
USA,Alaska,1/19/2023,,,,,,,,365,499,,,
USA,Alaska,1/20/2023,,,,,,,,342,468,,,
USA,Alaska,1/21/2023,,,,,,,,319,436,,,
USA,Alaska,1/22/2023,,,,,,,,295,403,,,
USA,Alaska,1/23/2023,,,,,,,,272,372,,,
USA,Alaska,1/24/2023,,,,,,,,249,340,,,
USA,Alaska,1/25/2023,2095915,533323,65.05,475873,72.9,286.51,,225,308,0.626,345620.0,47.25
USA,Alaska,1/26/2023,,,,,,,,225,308,,,
USA,Alaska,1/27/2023,,,,,,,,225,308,,,
USA,Alaska,1/28/2023,,,,,,,,225,308,,,
USA,Alaska,1/29/2023,,,,,,,,225,308,,,
USA,Alaska,1/30/2023,,,,,,,,225,308,,,
USA,Alaska,1/31/2023,,,,,,,,225,308,,,
USA,Alaska,2/1/2023,2100055,533555,65.07,476024,72.94,287.07,,225,308,0.626,346811.0,47.41
USA,Alaska,2/2/2023,,,,,,,,221,302,,,
USA,Alaska,2/3/2023,,,,,,,,217,297,,,
USA,Alaska,2/4/2023,,,,,,,,213,291,,,
USA,Alaska,2/5/2023,,,,,,,,209,286,,,
USA,Alaska,2/6/2023,,,,,,,,205,280,,,
USA,Alaska,2/7/2023,,,,,,,,201,275,,,
USA,Alaska,2/8/2023,2107875,533783,65.09,476182,72.97,288.14,,197,269,0.624,347803.0,47.54
USA,Alaska,2/9/2023,,,,,,,,191,261,,,
USA,Alaska,2/10/2023,,,,,,,,186,254,,,
USA,Alaska,2/11/2023,,,,,,,,180,246,,,
USA,Alaska,2/12/2023,,,,,,,,175,239,,,
USA,Alaska,2/13/2023,,,,,,,,169,231,,,
USA,Alaska,2/14/2023,,,,,,,,164,224,,,
USA,Alaska,2/15/2023,2116435,533981,65.11,476305,72.99,289.31,,158,216,0.622,348590.0,47.65
USA,Alaska,2/16/2023,,,,,,,,163,223,,,
USA,Alaska,2/17/2023,,,,,,,,169,231,,,
USA,Alaska,2/18/2023,,,,,,,,174,238,,,
USA,Alaska,2/19/2023,,,,,,,,179,245,,,
USA,Alaska,2/20/2023,,,,,,,,184,252,,,
USA,Alaska,2/21/2023,,,,,,,,189,258,,,
USA,Alaska,2/22/2023,2120875,534252,65.13,476463,73.03,289.92,,194,265,0.621,349522.0,47.78
USA,Alaska,2/23/2023,,,,,,,,182,249,,,
USA,Alaska,2/24/2023,,,,,,,,169,231,,,
USA,Alaska,2/25/2023,,,,,,,,156,213,,,
USA,Alaska,2/26/2023,,,,,,,,143,195,,,
USA,Alaska,2/27/2023,,,,,,,,131,179,,,
USA,Alaska,2/28/2023,,,,,,,,118,161,,,
USA,Alaska,3/1/2023,2125955,534386,65.15,476567,73.05,290.61,,105,144,0.62,350021.0,47.85
USA,Alaska,3/2/2023,,,,,,,,110,150,,,
USA,Alaska,3/3/2023,,,,,,,,114,156,,,
USA,Alaska,3/4/2023,,,,,,,,119,163,,,
USA,Alaska,3/5/2023,,,,,,,,123,168,,,
USA,Alaska,3/6/2023,,,,,,,,128,175,,,
USA,Alaska,3/7/2023,,,,,,,,132,180,,,
USA,Alaska,3/8/2023,2130145,534548,65.16,476701,73.07,291.18,,137,187,0.62,350682.0,47.94
USA,Alaska,3/9/2023,,,,,,,,135,185,,,
USA,Alaska,3/10/2023,,,,,,,,133,182,,,
USA,Alaska,3/11/2023,,,,,,,,131,179,,,
USA,Alaska,3/12/2023,,,,,,,,129,176,,,
USA,Alaska,3/13/2023,,,,,,,,127,174,,,
USA,Alaska,3/14/2023,,,,,,,,125,171,,,
USA,Alaska,3/15/2023,2134835,534689,65.18,476805,73.09,291.83,,123,168,0.619,351298.0,48.02
USA,Alaska,3/16/2023,,,,,,,,125,171,,,
USA,Alaska,3/17/2023,,,,,,,,126,172,,,
USA,Alaska,3/18/2023,,,,,,,,128,175,,,
USA,Alaska,3/19/2023,,,,,,,,130,178,,,
USA,Alaska,3/20/2023,,,,,,,,132,180,,,
USA,Alaska,3/21/2023,,,,,,,,133,182,,,
USA,Alaska,3/22/2023,2140645,534827,65.19,476912,73.11,292.62,,135,185,0.617,351999.0,48.12
USA,Alaska,3/23/2023,,,,,,,,136,186,,,
USA,Alaska,3/24/2023,,,,,,,,137,187,,,
USA,Alaska,3/25/2023,,,,,,,,137,187,,,
USA,Alaska,3/26/2023,,,,,,,,138,189,,,
USA,Alaska,3/27/2023,,,,,,,,139,190,,,
USA,Alaska,3/28/2023,,,,,,,,140,191,,,
USA,Alaska,3/29/2023,2145295,534997,65.21,477039,73.13,293.26,,141,193,0.616,352686.0,48.21
USA,Alaska,3/30/2023,,,,,,,,133,182,,,
USA,Alaska,3/31/2023,,,,,,,,124,170,,,
USA,Alaska,4/1/2023,,,,,,,,116,159,,,
USA,Alaska,4/2/2023,,,,,,,,108,148,,,
USA,Alaska,4/3/2023,,,,,,,,100,137,,,
USA,Alaska,4/4/2023,,,,,,,,92,126,,,
USA,Alaska,4/5/2023,2149575,535101,65.22,477124,73.15,293.84,,84,115,0.616,353086.0,48.27
USA,Alaska,4/6/2023,,,,,,,,86,118,,,
USA,Alaska,4/7/2023,,,,,,,,88,120,,,
USA,Alaska,4/8/2023,,,,,,,,90,123,,,
USA,Alaska,4/9/2023,,,,,,,,92,126,,,
USA,Alaska,4/10/2023,,,,,,,,94,128,,,
USA,Alaska,4/11/2023,,,,,,,,97,133,,,
USA,Alaska,4/12/2023,2157135,535225,65.24,477231,73.16,294.87,,99,135,0.614,353545.0,48.33
USA,Alaska,4/13/2023,,,,,,,,99,135,,,
USA,Alaska,4/14/2023,,,,,,,,99,135,,,
USA,Alaska,4/15/2023,,,,,,,,100,137,,,
USA,Alaska,4/16/2023,,,,,,,,100,137,,,
USA,Alaska,4/17/2023,,,,,,,,100,137,,,
USA,Alaska,4/18/2023,,,,,,,,101,138,,,
USA,Alaska,4/19/2023,2158775,535364,65.25,477333,73.18,295.1,,101,138,0.614,354012.0,48.39
USA,Alaska,4/20/2023,,,,,,,,104,142,,,
USA,Alaska,4/21/2023,,,,,,,,106,145,,,
USA,Alaska,4/22/2023,,,,,,,,109,149,,,
USA,Alaska,4/23/2023,,,,,,,,112,153,,,
USA,Alaska,4/24/2023,,,,,,,,115,157,,,
USA,Alaska,4/25/2023,,,,,,,,117,160,,,
USA,Alaska,4/26/2023,2162725,535477,65.26,477412,73.2,295.64,,120,164,0.613,354659.0,48.48
USA,Alaska,4/27/2023,,,,,,,,129,176,,,
USA,Alaska,4/28/2023,,,,,,,,139,190,,,
USA,Alaska,4/29/2023,,,,,,,,149,204,,,
USA,Alaska,4/30/2023,,,,,,,,158,216,,,
USA,Alaska,5/1/2023,,,,,,,,168,230,,,
USA,Alaska,5/2/2023,,,,,,,,178,243,,,
USA,Alaska,5/3/2023,2171395,535588,65.27,477506,73.21,296.82,,187,256,0.611,355764.0,48.63
USA,Alaska,5/4/2023,,,,,,,,193,264,,,
USA,Alaska,5/5/2023,,,,,,,,198,271,,,
USA,Alaska,5/6/2023,,,,,,,,204,279,,,
USA,Alaska,5/7/2023,,,,,,,,209,286,,,
USA,Alaska,5/8/2023,,,,,,,,215,294,,,
USA,Alaska,5/9/2023,,,,,,,,220,301,,,
USA,Alaska,5/10/2023,2176065,535718,65.29,477592,73.23,297.46,,226,309,0.61,357130.0,48.82
USA,American Samoa,1/12/2021,10650,842,0.47,260,1.51,19.12,,,,0.199,,
USA,American Samoa,1/13/2021,10650,1193,0.65,362,2.14,19.12,453,453,8134,0.242,,
USA,American Samoa,1/14/2021,10650,2409,,,4.33,19.12,394,424,7614,0.279,,
USA,American Samoa,1/15/2021,18450,3144,1.33,738,5.65,33.13,912,586,10523,0.21,,
USA,American Samoa,1/16/2021,,,,,,,,494,8871,,,
USA,American Samoa,1/17/2021,,,,,,,,439,7883,,,
USA,American Samoa,1/18/2021,,,,,,,,402,7219,,,
USA,American Samoa,1/19/2021,18450,3985,1.38,770,7.16,33.13,,376,6752,0.258,,
USA,American Samoa,1/20/2021,18450,4476,1.5,836,8.04,33.13,557,391,7021,0.288,,
USA,American Samoa,1/21/2021,18450,4734,1.67,929,8.5,33.13,351,385,6913,0.307,,
USA,American Samoa,1/22/2021,18450,5627,1.69,940,10.1,33.13,905,384,6895,0.356,,
USA,American Samoa,1/23/2021,18450,5881,1.7,948,10.56,33.13,262,390,7003,0.37,,
USA,American Samoa,1/24/2021,18450,7096,1.7,948,12.74,33.13,1215,532,9553,0.436,,
USA,American Samoa,1/25/2021,18450,7096,1.7,948,12.74,33.13,0,501,8996,0.436,,
USA,American Samoa,1/26/2021,18450,7365,1.7,948,13.23,33.13,269,508,9122,0.451,,
USA,American Samoa,1/27/2021,18450,8133,1.71,950,14.6,33.13,770,539,9679,0.492,,
USA,American Samoa,1/28/2021,18450,8133,1.71,950,14.6,33.13,0,489,8781,0.492,,
USA,American Samoa,1/29/2021,18450,8926,1.79,997,16.03,33.13,840,479,8601,0.538,,
USA,American Samoa,1/30/2021,18450,8926,1.79,997,16.03,33.13,0,442,7937,0.538,,
USA,American Samoa,1/31/2021,18450,8926,1.79,997,16.03,33.13,0,268,4812,0.538,,
USA,American Samoa,2/1/2021,18450,9713,1.88,1046,17.44,33.13,836,388,6967,0.583,,
USA,American Samoa,2/2/2021,18450,9713,1.88,1046,17.44,33.13,0,349,6267,0.583,,
USA,American Samoa,2/3/2021,18450,9759,2.34,1305,17.52,33.13,305,283,5082,0.6,,
USA,American Samoa,2/4/2021,29450,9761,2.68,1494,17.53,52.88,191,310,5567,0.382,,
USA,American Samoa,2/5/2021,29450,9775,4.04,2252,17.55,52.88,772,301,5405,0.408,,
USA,American Samoa,2/6/2021,29450,9779,4.45,2478,17.56,52.88,230,333,5980,0.416,,
USA,American Samoa,2/7/2021,29450,9779,4.45,2478,17.56,52.88,0,333,5980,0.416,,
USA,American Samoa,2/8/2021,29450,9779,4.45,2478,17.56,52.88,0,214,3843,0.416,,
USA,American Samoa,2/9/2021,29450,9792,5.18,2885,17.58,52.88,421,274,4920,0.431,,
USA,American Samoa,2/10/2021,29450,9818,6.27,3494,17.63,52.88,638,322,5782,0.452,,
USA,American Samoa,2/11/2021,29450,9822,6.62,3685,17.64,52.88,195,322,5782,0.459,,
USA,American Samoa,2/12/2021,29450,10057,8.92,4968,18.06,52.88,1519,429,7703,0.51,,
USA,American Samoa,2/13/2021,29450,10062,9.53,5308,18.07,52.88,350,446,8009,0.522,,
USA,American Samoa,2/14/2021,29450,10062,9.53,5308,18.07,52.88,0,446,8009,0.522,,
USA,American Samoa,2/15/2021,,,,,,,,498,8943,,,
USA,American Samoa,2/16/2021,29450,10236,10.52,5860,18.38,52.88,,490,8799,0.547,,
USA,American Samoa,2/17/2021,29450,10267,10.75,5989,18.44,52.88,160,422,7578,0.552,,
USA,American Samoa,2/18/2021,29450,10267,10.75,5989,18.44,52.88,0,394,7075,0.552,,
USA,American Samoa,2/19/2021,29450,10267,10.75,5989,18.44,52.88,0,177,3178,0.552,,
USA,American Samoa,2/20/2021,29450,10831,12.38,6893,19.45,52.88,1471,337,6051,0.602,,
USA,American Samoa,2/21/2021,29450,10948,14.03,7811,19.66,52.88,1038,485,8709,0.638,,
USA,American Samoa,2/22/2021,29450,11054,14.11,7859,19.85,52.88,38,439,7883,0.639,,
USA,American Samoa,2/23/2021,29450,11054,14.11,7859,19.85,52.88,0,387,6949,0.639,,
USA,American Samoa,2/24/2021,29450,11814,14.4,8020,21.21,52.88,923,496,8907,0.67,,
USA,American Samoa,2/25/2021,29450,11814,14.4,8020,21.21,52.88,0,496,8907,0.67,,
USA,American Samoa,2/26/2021,29450,12351,14.51,8079,22.18,52.88,597,581,10433,0.691,,
USA,American Samoa,2/27/2021,29450,12354,14.51,8079,22.18,52.88,2,371,6662,0.691,,
USA,American Samoa,2/28/2021,29450,12355,14.51,8079,22.19,52.88,0,223,4004,0.691,,
USA,American Samoa,3/1/2021,29450,12355,14.51,8080,22.19,52.88,0,217,3897,0.691,,
USA,American Samoa,3/2/2021,29450,13028,14.62,8142,23.39,52.88,741,323,5800,0.716,,
USA,American Samoa,3/3/2021,29450,13029,14.62,8142,23.4,52.88,0,191,3430,0.716,,
USA,American Samoa,3/4/2021,38810,13467,14.82,8252,24.18,69.69,546,269,4830,0.557,,
USA,American Samoa,3/5/2021,43210,13468,14.82,8252,24.18,77.59,0,184,3304,0.5,,
USA,American Samoa,3/6/2021,43210,13468,14.82,8252,24.18,77.59,0,184,3304,0.5,,
USA,American Samoa,3/7/2021,43210,13469,14.82,8252,24.19,77.59,0,184,3304,0.5,,
USA,American Samoa,3/8/2021,43210,13469,14.82,8254,24.19,77.59,0,184,3304,0.5,,
USA,American Samoa,3/9/2021,43210,13471,14.82,8254,24.19,77.59,0,78,1401,0.5,,
USA,American Samoa,3/10/2021,,,,,,,,152,2729,,,
USA,American Samoa,3/11/2021,,,,,,,,148,2658,,,
USA,American Samoa,3/12/2021,,,,,,,,222,3986,,,
USA,American Samoa,3/13/2021,43210,15082,15.65,8713,27.08,77.59,,296,5315,0.548,,
USA,American Samoa,3/14/2021,43210,15083,15.65,8713,27.08,77.59,0,296,5315,0.548,,
USA,American Samoa,3/15/2021,43210,15377,16.2,9023,27.61,77.59,604,382,6860,0.562,,
USA,American Samoa,3/16/2021,43210,15378,16.2,9024,27.61,77.59,0,382,6860,0.562,,
USA,American Samoa,3/17/2021,43210,15379,16.21,9025,27.62,77.59,0,308,5531,0.562,,
USA,American Samoa,3/18/2021,43210,15381,16.21,9025,27.62,77.59,0,234,4202,0.562,,
USA,American Samoa,3/19/2021,43210,15383,16.21,9026,27.62,77.59,0,160,2873,0.562,,
USA,American Samoa,3/20/2021,43210,15384,16.21,9027,27.62,77.59,0,86,1544,0.562,,
USA,American Samoa,3/21/2021,43210,15386,16.21,9028,27.63,77.59,0,86,1544,0.562,,
USA,American Samoa,3/22/2021,43210,16916,18.31,10196,30.38,77.59,2715,388,6967,0.625,,
USA,American Samoa,3/23/2021,43210,17114,18.39,10240,30.73,77.59,248,423,7596,0.631,,
USA,American Samoa,3/24/2021,43210,17371,18.95,10552,31.19,77.59,574,505,9068,0.644,,
USA,American Samoa,3/25/2021,43810,17385,18.97,10566,31.22,78.67,27,509,9140,0.636,,
USA,American Samoa,3/26/2021,43810,17548,19.83,11043,31.51,78.67,639,600,10774,0.651,,
USA,American Samoa,3/27/2021,43810,17567,19.84,11046,31.54,78.67,24,604,10846,0.651,,
USA,American Samoa,3/28/2021,43810,17570,19.84,11047,31.55,78.67,0,604,10846,0.651,,
USA,American Samoa,3/29/2021,43810,17575,19.84,11049,31.56,78.67,0,216,3879,0.651,,
USA,American Samoa,3/30/2021,43810,17718,20.58,11460,31.82,78.67,552,259,4651,0.664,,
USA,American Samoa,3/31/2021,43810,17856,24.07,13406,32.06,78.67,2088,476,8547,0.711,,
USA,American Samoa,4/1/2021,43810,17856,24.07,13406,32.06,78.67,0,472,8476,0.711,,
USA,American Samoa,4/2/2021,43810,18097,24.7,13754,32.5,78.67,594,465,8350,0.725,,
USA,American Samoa,4/3/2021,43810,18097,24.7,13755,32.5,78.67,0,462,8296,0.725,,
USA,American Samoa,4/4/2021,43810,18099,24.7,13755,32.5,78.67,14,464,8332,0.725,,
USA,American Samoa,4/5/2021,43810,18100,24.7,13755,32.5,78.67,0,464,8332,0.725,,
