Country Name (CN),Total Vaccinations (administered to date),Daily Vaccinations,Date
Africa,1040098421,346968,4/16/2023
Africa,1040098421,340573,4/17/2023
Africa,1040100142,334181,4/18/2023
Africa,1040100142,327582,4/19/2023
Africa,1040100142,321159,4/20/2023
Africa,1040100142,314739,4/21/2023
Africa,1040100142,308316,4/22/2023
Africa,1043126655,301896,4/23/2023
Africa,1043126655,319947,4/24/2023
Africa,1043789031,338002,4/25/2023
Africa,1043789031,351719,4/26/2023
Africa,1043789031,365437,4/27/2023
Africa,1043789031,379153,4/28/2023
Africa,1043789031,392872,4/29/2023
Africa,1045387187,406587,4/30/2023
Africa,1045387187,405974,5/1/2023
Africa,1045387187,405364,5/2/2023
Africa,1045388133,409090,5/3/2023
Africa,1045388133,412803,5/4/2023
Africa,1045388133,416513,5/5/2023
Africa,1045388133,420227,5/6/2023
Africa,1046895222,423937,5/7/2023
Africa,1046895222,518640,5/8/2023
Africa,1046895466,613341,5/9/2023
Africa,1046895466,708050,5/10/2023
Africa,1046895466,802773,5/11/2023
Africa,1046895466,897496,5/12/2023
Africa,1046895466,992220,5/13/2023
Africa,1047123488,1086947,5/14/2023
Africa,1047123488,1082252,5/15/2023
Africa,1047124007,1082227,5/16/2023
Africa,1047124007,1082220,5/17/2023
Africa,1047124007,1082217,5/18/2023
Africa,1047124007,1082211,5/19/2023
Africa,1047124007,1082208,5/20/2023
Africa,1048168635,1082204,5/21/2023
Africa,1048635397,1068238,5/22/2023
Africa,1048636969,1059491,5/23/2023
Africa,1048636969,1060429,5/24/2023
Africa,1048636969,1061368,5/25/2023
Africa,1048636969,1062308,5/26/2023
Africa,1048636969,1063243,5/27/2023
Africa,1066774825,1064183,5/28/2023
Africa,1066774825,358678,5/29/2023
Africa,1066775446,358648,5/30/2023
Africa,1066775446,358635,5/31/2023
Africa,1066775446,358621,6/1/2023
Africa,1066775446,358608,6/2/2023
Africa,1066775446,358594,6/3/2023
Africa,1071233784,358582,6/4/2023
Africa,1071233784,300205,6/5/2023
Africa,1071234118,301123,6/6/2023
Africa,1071234118,302049,6/7/2023
Africa,1071234118,302974,6/8/2023
Africa,1071234118,303899,6/9/2023
Africa,1071234118,304823,6/10/2023
Africa,1071312150,305748,6/11/2023
Africa,1071312150,305596,6/12/2023
Africa,1071312422,305445,6/13/2023
Africa,1071312422,305293,6/14/2023
Africa,1071312422,305143,6/15/2023
Africa,1071312422,304991,6/16/2023
Africa,1071312422,304840,6/17/2023
Africa,1078417231,304690,6/18/2023
Africa,1078417231,290204,6/19/2023
Africa,1078417439,275720,6/20/2023
Africa,1078417439,261204,6/21/2023
Africa,1078417439,246720,6/22/2023
Africa,1078417439,232237,6/23/2023
Africa,1078417439,217755,6/24/2023
Africa,1079292120,203271,6/25/2023
Africa,1079292120,198843,6/26/2023
Africa,1079292120,194415,6/27/2023
Africa,1079292120,189986,6/28/2023
Africa,1079292120,185558,6/29/2023
Africa,1079292120,181130,6/30/2023
Africa,1079292120,176701,7/1/2023
Africa,1081360487,172273,7/2/2023
Africa,1081360487,135237,7/3/2023
Africa,1081360487,135237,7/4/2023
Africa,1081360487,135237,7/5/2023
Africa,1081360487,135237,7/6/2023
Africa,1081360487,135237,7/7/2023
Africa,1081360487,135237,7/8/2023
Africa,1081360487,135237,7/9/2023
Africa,1081360487,135237,7/10/2023
Africa,1081360487,135237,7/11/2023
Africa,1081360487,135237,7/12/2023
Africa,1081360487,135237,7/13/2023
Africa,1081360487,135237,7/14/2023
Africa,1081360487,135237,7/15/2023
Africa,1081492431,135237,7/16/2023
Africa,1081492431,135083,7/17/2023
Africa,1081492431,134930,7/18/2023
Africa,1081492431,134776,7/19/2023
Africa,1081492431,134622,7/20/2023
Africa,1081492431,134469,7/21/2023
Africa,1081492431,134315,7/22/2023
Africa,1102566212,134161,7/23/2023
Africa,1102566212,118570,7/24/2023
Africa,1103827800,112658,7/25/2023
Africa,1103827800,93816,7/26/2023
Africa,1103827800,87904,7/27/2023
Africa,1103827800,81992,7/28/2023
Africa,1103827800,76082,7/29/2023
Africa,1103950044,70168,7/30/2023
Africa,1103950044,68829,7/31/2023
Africa,1103950044,69009,8/1/2023
Africa,1103950044,69189,8/2/2023
Africa,1103950044,69370,8/3/2023
Africa,1103950044,69550,8/4/2023
Africa,1103950044,69731,8/5/2023
Africa,1105140969,69911,8/6/2023
Africa,1105140969,71569,8/7/2023
Africa,1105140969,73228,8/8/2023
Africa,1105140969,74886,8/9/2023
Africa,1105140969,76544,8/10/2023
Africa,1105140969,78203,8/11/2023
Africa,1105140969,79861,8/12/2023
Africa,1105140969,81520,8/13/2023
Africa,1105140969,81445,8/14/2023
Africa,1105140969,81445,8/15/2023
Africa,1105140969,81445,8/16/2023
Africa,1105140969,81445,8/17/2023
Africa,1105140969,81445,8/18/2023
Africa,1105140969,81445,8/19/2023
Africa,1105623996,81445,8/20/2023
Africa,1105623996,80985,8/21/2023
Africa,1105623996,80598,8/22/2023
Africa,1105623996,80211,8/23/2023
Africa,1105623996,79824,8/24/2023
Africa,1105623996,79437,8/25/2023
Africa,1105623996,79050,8/26/2023
Africa,1105623996,78664,8/27/2023
Africa,1105623996,78648,8/28/2023
Africa,1105623996,78648,8/29/2023
Africa,1105623996,78648,8/30/2023
Africa,1105623996,78648,8/31/2023
Africa,1105623996,78648,9/1/2023
Africa,1105623996,78648,9/2/2023
Africa,1105627372,78648,9/3/2023
Africa,1105627372,75266,9/4/2023
Africa,1105627372,75266,9/5/2023
Africa,1105627372,75266,9/6/2023
Africa,1105627372,75266,9/7/2023
Africa,1105627372,75266,9/8/2023
Africa,1105627372,75266,9/9/2023
Africa,1105631894,75266,9/10/2023
Asia,580906,262315,12/28/2020
Asia,739926,280672,12/29/2020
Asia,896653,293362,12/30/2020
Asia,1058107,304121,12/31/2020
Asia,1130283,353178,1/1/2021
Asia,1203524,403184,1/2/2021
Asia,1355518,454155,1/3/2021
Asia,1510650,501295,1/4/2021
Asia,1640272,541732,1/5/2021
Asia,1749589,610375,1/6/2021
Asia,1870460,662711,1/7/2021
Asia,1943888,670561,1/8/2021
Asia,1994835,677521,1/9/2021
Asia,3131227,631565,1/10/2021
Asia,3179540,585852,1/11/2021
Asia,3249673,549334,1/12/2021
Asia,3368393,544322,1/13/2021
Asia,3508109,872128,1/14/2021
Asia,3593445,946068,1/15/2021
Asia,3856805,1095273,1/16/2021
Asia,4048746,1051823,1/17/2021
Asia,4478786,1173823,1/18/2021
Asia,4920561,1269502,1/19/2021
Asia,5283967,1333353,1/20/2021
Asia,5763028,1407249,1/21/2021
Asia,6358872,1478072,1/22/2021
Asia,6679960,1554478,1/23/2021
Asia,6946954,1639395,1/24/2021
Asia,7602155,1741162,1/25/2021
Asia,7932603,1802434,1/26/2021
Asia,8544692,1791009,1/27/2021
Asia,9409402,1731082,1/28/2021
Asia,10145658,1657806,1/29/2021
Asia,10594379,1546086,1/30/2021
Asia,10792651,1410282,1/31/2021
Asia,11323141,1554325,2/1/2021
Asia,11723705,1724642,2/2/2021
Asia,12253406,2034332,2/3/2021
Asia,13041770,2204217,2/4/2021
Asia,14034871,2349575,2/5/2021
Asia,14566336,2545551,2/6/2021
Asia,14782357,2708291,2/7/2021
Asia,15448019,2610148,2/8/2021
Asia,16202094,2519357,2/9/2021
Asia,17145578,2311703,2/10/2021
Asia,17932818,2177414,2/11/2021
Asia,21890312,2124017,2/12/2021
Asia,22873887,2001953,2/13/2021
Asia,23341776,1935529,2/14/2021
Asia,24836211,1839189,2/15/2021
Asia,26131951,1790990,2/16/2021
Asia,27686824,1847718,2/17/2021
Asia,29531690,1976151,2/18/2021
Asia,30746105,1997382,2/19/2021
Asia,32074226,2031712,2/20/2021
Asia,32598075,2025321,2/21/2021
Asia,33693099,2013816,2/22/2021
Asia,39694007,2034799,2/23/2021
Asia,40998004,2028695,2/24/2021
Asia,42525269,1998660,2/25/2021
Asia,43836632,1994621,2/26/2021
Asia,44935963,2028092,2/27/2021
Asia,45464086,2008462,2/28/2021
Asia,46689742,2114954,3/1/2021
Asia,48633365,2211596,3/2/2021
Asia,50582209,2360289,3/3/2021
Asia,52776002,2477792,3/4/2021
Asia,54850246,2611234,3/5/2021
Asia,56751298,2774586,3/6/2021
Asia,57605332,2820179,3/7/2021
Asia,60185972,3056586,3/8/2021
Asia,62555026,3150441,3/9/2021
Asia,65294420,3168778,3/10/2021
Asia,66596608,3045149,3/11/2021
Asia,69282622,3156593,3/12/2021
Asia,71590211,3222737,3/13/2021
Asia,72525876,3245134,3/14/2021
Asia,76630355,3522619,3/15/2021
Asia,80200567,3791549,3/16/2021
Asia,83600922,4094315,3/17/2021
Asia,86741966,4492135,3/18/2021
Asia,91732045,4769625,3/19/2021
Asia,95096109,5010253,3/20/2021
Asia,96264537,5399986,3/21/2021
Asia,100559344,5576086,3/22/2021
Asia,103970964,5685009,3/23/2021
Asia,107656553,5900735,3/24/2021
Asia,111316332,6522825,3/25/2021
Asia,115204742,7163669,3/26/2021
Asia,118225373,7683869,3/27/2021
Asia,118763806,7807764,3/28/2021
Asia,120441110,7634220,3/29/2021
Asia,123933116,7781830,3/30/2021
Asia,128602547,8070481,3/31/2021
Asia,133722390,8419310,4/1/2021
Asia,138578744,8706899,4/2/2021
Asia,142324663,8508756,4/3/2021
Asia,146059881,8777652,4/4/2021
Asia,151460029,9096219,4/5/2021
Asia,156858236,9238553,4/6/2021
Asia,161619511,9189337,4/7/2021
Asia,167287743,9220882,4/8/2021
Asia,172607910,9119280,4/9/2021
Asia,177261472,9281336,4/10/2021
Asia,181164917,9225206,4/11/2021
Asia,186628984,9503195,4/12/2021
Asia,190487043,9457188,4/13/2021
Asia,195262978,9404592,4/14/2021
Asia,199344062,8888011,4/15/2021
Asia,203106272,8382780,4/16/2021
Asia,206489290,8135454,4/17/2021
Asia,209214811,7790718,4/18/2021
Asia,213668866,7440236,4/19/2021
Asia,218596002,7302425,4/20/2021
Asia,222523833,7327880,4/21/2021
Asia,227516352,7840214,4/22/2021
Asia,229683301,7972537,4/23/2021
Asia,230912578,8171225,4/24/2021
Asia,238039778,8662348,4/25/2021
Asia,242923357,8999150,4/26/2021
Asia,247342365,9592240,4/27/2021
Asia,252967682,10263446,4/28/2021
Asia,258616519,10549012,4/29/2021
Asia,262898087,11631846,4/30/2021
Asia,265138771,11719481,5/1/2021
Asia,266407706,11568240,5/2/2021
Asia,269526464,11313633,5/3/2021
Asia,274120642,10944604,5/4/2021
Asia,278251519,10414287,5/5/2021
Asia,282877410,10321469,5/6/2021
Asia,287805365,10125499,5/7/2021
Asia,291199435,10848238,5/8/2021
Asia,292819506,11148931,5/9/2021
Asia,297997786,11884230,5/10/2021
Asia,304524194,12744688,5/11/2021
Asia,308094693,13632376,5/12/2021
Asia,311980224,14060159,5/13/2021
Asia,314808764,14247847,5/14/2021
Asia,317507817,14573162,5/15/2021
Asia,319254336,15575652,5/16/2021
Asia,323063759,16350723,5/17/2021
Asia,327654626,16861654,5/18/2021
Asia,330767662,17165329,5/19/2021
Asia,335421898,17912891,5/20/2021
Asia,338878133,18646388,5/21/2021
Asia,343314553,18904414,5/22/2021
Asia,345551155,18940037,5/23/2021
Asia,351257073,19293993,5/24/2021
Asia,355244626,20145803,5/25/2021
Asia,360378457,21284781,5/26/2021
Asia,366759901,21627219,5/27/2021
Asia,371416676,21962352,5/28/2021
Asia,377003920,22942045,5/29/2021
Asia,380619546,23769963,5/30/2021
Asia,384910182,24614895,5/31/2021
Asia,391536615,24972304,6/1/2021
Asia,397558914,25441775,6/2/2021
Asia,403652867,25608793,6/3/2021
Asia,411870716,26391147,6/4/2021
Asia,417024865,26228439,6/5/2021
Asia,421585548,25879532,6/6/2021
Asia,427865707,25280896,6/7/2021
Asia,437133154,24755532,6/8/2021
Asia,445390989,23965646,6/9/2021
Asia,1075110661,24439849,6/10/2021
Asia,1082665831,23979825,6/11/2021
Asia,1089986960,23717103,6/12/2021
Asia,1096299463,23860077,6/13/2021
Asia,1104462834,23355240,6/14/2021
Asia,1114728659,24169688,6/15/2021
Asia,1123886926,25222306,6/16/2021
Asia,1134297957,25820217,6/17/2021
Asia,1142764443,26759760,6/18/2021
Asia,1150917416,27860332,6/19/2021
Asia,1158387525,28696365,6/20/2021
Asia,1172850977,30792560,6/21/2021
Asia,1183540195,31478329,6/22/2021
Asia,1191404680,31763805,6/23/2021
Asia,1202949859,32392711,6/24/2021
Asia,1214446419,32744045,6/25/2021
Asia,1226281029,33493413,6/26/2021
Asia,1251672693,33844607,6/27/2021
Asia,1259758025,33205749,6/28/2021
Asia,1271422510,32813517,6/29/2021
Asia,1279544407,32053348,6/30/2021
Asia,1294079402,31123313,7/1/2021
Asia,1300111677,29748870,7/2/2021
Asia,1314388527,28615911,7/3/2021
Asia,1323225720,27029952,7/4/2021
Asia,1337147104,25930338,7/5/2021
Asia,1346013462,24789427,7/6/2021
Asia,1356667456,23840338,7/7/2021
Asia,1373686331,23673742,7/8/2021
Asia,1379739591,23047529,7/9/2021
Asia,1391889612,21742309,7/10/2021
Asia,1398147452,21278539,7/11/2021
Asia,1407420358,20800790,7/12/2021
Asia,1421204848,20936436,7/13/2021
Asia,1433273997,21585283,7/14/2021
Asia,1447205278,20802331,7/15/2021
Asia,1457760914,20956523,7/16/2021
Asia,1468854493,21597920,7/17/2021
Asia,1473064979,22039906,7/18/2021
Asia,1486497549,22173713,7/19/2021
Asia,1496439710,21651547,7/20/2021
Asia,1504197576,21102180,7/21/2021
Asia,1514966615,21630393,7/22/2021
Asia,1524379342,22304306,7/23/2021
Asia,1534040928,22729572,7/24/2021
Asia,1542412471,23077138,7/25/2021
Asia,1561850760,24540857,7/26/2021
Asia,1574332497,26073459,7/27/2021
Asia,1587251078,27574023,7/28/2021
Asia,1603799477,28558879,7/29/2021
Asia,1618005024,29518692,7/30/2021
Asia,1626319448,30237086,7/31/2021
Asia,1642947430,31498039,8/1/2021
Asia,1654642692,32129412,8/2/2021
Asia,1678416798,33034583,8/3/2021
Asia,1689197700,32746146,8/4/2021
Asia,1704042466,32160378,8/5/2021
Asia,1717645199,31834953,8/6/2021
Asia,1730214459,31444463,8/7/2021
Asia,1743362791,30874746,8/8/2021
Asia,1766930262,29811478,8/9/2021
Asia,1782292276,28717338,8/10/2021
Asia,1798143172,28364708,8/11/2021
Asia,2585710159,28135552,8/12/2021
Asia,2607546980,27784104,8/13/2021
Asia,2621237527,27451639,8/14/2021
Asia,2631462788,26494510,8/15/2021
Asia,2649129028,26197145,8/16/2021
Asia,2665090549,25994353,8/17/2021
Asia,2678467656,25938895,8/18/2021
Asia,2690739697,25532886,8/19/2021
Asia,2707551185,25182398,8/20/2021
Asia,2721197166,25043662,8/21/2021
Asia,2730814797,25581616,8/22/2021
Asia,2740209097,25618982,8/23/2021
Asia,2759332093,25893486,8/24/2021
Asia,2776185256,26606181,8/25/2021
Asia,3356110549,27495245,8/26/2021
Asia,3375370687,29061879,8/27/2021
Asia,3391901286,30342788,8/28/2021
Asia,3410037634,30887698,8/29/2021
Asia,3424407723,31288852,8/30/2021
Asia,3441855464,30953150,8/31/2021
Asia,3467952986,31400746,9/1/2021
Asia,3484650152,30455052,9/2/2021
Asia,3498215175,28376674,9/3/2021
Asia,3506682150,26331469,9/4/2021
Asia,3524574974,25599281,9/5/2021
Asia,3639783317,24362313,9/6/2021
Asia,3660886940,24688520,9/7/2021
Asia,3688691758,24098706,9/8/2021
Asia,3718192406,24440489,9/9/2021
Asia,3730570945,23987028,9/10/2021
Asia,3751042222,25215639,9/11/2021
Asia,3771302110,25149543,9/12/2021
Asia,3789499228,25958554,9/13/2021
Asia,3801745425,24134156,9/14/2021
Asia,3860406430,22962831,9/15/2021
Asia,3878897094,22373033,9/16/2021
Asia,3894494693,22624811,9/17/2021
Asia,3942991714,23308609,9/18/2021
Asia,3959215955,23272550,9/19/2021
Asia,3974043150,22163057,9/20/2021
Asia,3991360664,22599625,9/21/2021
Asia,4005719697,22157869,9/22/2021
Asia,4023035505,22225690,9/23/2021
Asia,4041402349,22770379,9/24/2021
Asia,4053817359,20688356,9/25/2021
Asia,4064768360,20040326,9/26/2021
Asia,4097228179,21362202,9/27/2021
Asia,4136341644,21160252,9/28/2021
Asia,4157058521,22148497,9/29/2021
Asia,4177226784,21599671,9/30/2021
Asia,4191610130,20530471,10/1/2021
Asia,4206570603,20683951,10/2/2021
Asia,4223704161,20504764,10/3/2021
Asia,4239289252,18867152,10/4/2021
Asia,4264306815,18861036,10/5/2021
Asia,4276927731,17353252,10/6/2021
Asia,4288567808,16537299,10/7/2021
Asia,4306754030,16901942,10/8/2021
Asia,4320955735,16948732,10/9/2021
Asia,4343055120,17421776,10/10/2021
Asia,4355705697,17161173,10/11/2021
Asia,4370867416,17108773,10/12/2021
Asia,4383501952,17102321,10/13/2021
Asia,4394821103,17149176,10/14/2021
Asia,4404054466,16373015,10/15/2021
Asia,4413517970,15460671,10/16/2021
Asia,4427857402,14940575,10/17/2021
Asia,4446815997,15089811,10/18/2021
Asia,4463428780,15527609,10/19/2021
Asia,4485830919,16376520,10/20/2021
Asia,4506614977,16698634,10/21/2021
Asia,4522235532,17415179,10/22/2021
Asia,4558918470,17804901,10/23/2021
Asia,4572618319,18327879,10/24/2021
Asia,4581964817,17950104,10/25/2021
Asia,4595631994,17647601,10/26/2021
Asia,4607695813,17275947,10/27/2021
Asia,4622022268,17795407,10/28/2021
Asia,4644294804,18491479,10/29/2021
Asia,4657223616,19741912,10/30/2021
Asia,4677352740,19756539,10/31/2021
Asia,4689810765,20632442,11/1/2021
Asia,4702284699,20423078,11/2/2021
Asia,4714274955,20914496,11/3/2021
Asia,4723968335,20912703,11/4/2021
Asia,4773720134,20140996,11/5/2021
Asia,4782663932,19675558,11/6/2021
Asia,4793010806,20133140,11/7/2021
Asia,4804527277,20667321,11/8/2021
Asia,4820019805,21444571,11/9/2021
Asia,4834116399,21858636,11/10/2021
Asia,4856668332,22194363,11/11/2021
Asia,4884203494,23213661,11/12/2021
Asia,4901017116,23793061,11/13/2021
Asia,4914492513,23273316,11/14/2021
Asia,4923981860,22699092,11/15/2021
Asia,4935155559,22369305,11/16/2021
Asia,4948271706,21886860,11/17/2021
Asia,4961486289,21567164,11/18/2021
Asia,5114552882,20721437,11/19/2021
Asia,5130223666,20830937,11/20/2021
Asia,5142228659,20800908,11/21/2021
Asia,5153907493,21190130,11/22/2021
Asia,5166812047,21481074,11/23/2021
Asia,5185923601,21860898,11/24/2021
Asia,5195688007,21871931,11/25/2021
Asia,5212712095,22962007,11/26/2021
Asia,5223586182,22031256,11/27/2021
Asia,5241424524,23300514,11/28/2021
Asia,5286936758,23704838,11/29/2021
Asia,5304610209,24229570,11/30/2021
Asia,5323352068,24766273,12/1/2021
Asia,5387487257,25526706,12/2/2021
Asia,5442270103,24520442,12/3/2021
Asia,5458106921,25887908,12/4/2021
Asia,5471509125,25022426,12/5/2021
Asia,5482264160,24444938,12/6/2021
Asia,5494320500,23918927,12/7/2021
Asia,5510509801,23103622,12/8/2021
Asia,5529614027,22995757,12/9/2021
Asia,5600343913,22979410,12/10/2021
Asia,5621263101,23541427,12/11/2021
Asia,5635465943,23410370,12/12/2021
Asia,5645226687,23649192,12/13/2021
Asia,5661513573,24422197,12/14/2021
Asia,5674704483,24813050,12/15/2021
Asia,5684969653,24542368,12/16/2021
Asia,5723492545,25773552,12/17/2021
Asia,5734834095,25158575,12/18/2021
Asia,5756277936,25334517,12/19/2021
Asia,5768484439,25707750,12/20/2021
Asia,5783774085,25851597,12/21/2021
Asia,5792943728,25736376,12/22/2021
Asia,5805982328,26640867,12/23/2021
Asia,5820755535,26568443,12/24/2021
Asia,5842675940,26749147,12/25/2021
Asia,5850087502,26539217,12/26/2021
Asia,5861942811,26754836,12/27/2021
Asia,5918501231,27049485,12/28/2021
Asia,5932044021,28272042,12/29/2021
Asia,5957430040,27782618,12/30/2021
Asia,5971395207,27807012,12/31/2021
Asia,5982896793,26050491,1/1/2022
Asia,5990919528,25534823,1/2/2022
Asia,6006816525,25200983,1/3/2022
Asia,6023046162,24151344,1/4/2022
Asia,6038653531,23161704,1/5/2022
Asia,6270439377,23090402,1/6/2022
Asia,6294517863,23173336,1/7/2022
Asia,6300319831,23049084,1/8/2022
Asia,6315679866,24003856,1/9/2022
Asia,6353693252,23850279,1/10/2022
Asia,6372534974,24742825,1/11/2022
Asia,6389537502,24309135,1/12/2022
Asia,6419827617,23994051,1/13/2022
Asia,6436711201,22027780,1/14/2022
Asia,6452245518,23031046,1/15/2022
Asia,6467072691,22523250,1/16/2022
Asia,6481141002,22367844,1/17/2022
Asia,6489042913,20058884,1/18/2022
Asia,6513722642,20975239,1/19/2022
Asia,6529313392,20603581,1/20/2022
Asia,6548693189,21363225,1/21/2022
Asia,6561998455,20636714,1/22/2022
Asia,6572183978,20168954,1/23/2022
Asia,6581401177,19282934,1/24/2022
Asia,6594339757,20137943,1/25/2022
Asia,6606828210,18618440,1/26/2022
Asia,6616996818,17769375,1/27/2022
Asia,6632220799,17328536,1/28/2022
Asia,6641360651,16896354,1/29/2022
Asia,6651797959,16905349,1/30/2022
Asia,6665152821,16915418,1/31/2022
Asia,6678672032,15856056,2/1/2022
Asia,6689265376,15001197,2/2/2022
Asia,6699592791,14692382,2/3/2022
Asia,6713605043,14156082,2/4/2022
Asia,6724704395,14266118,2/5/2022
Asia,6740328499,13865286,2/6/2022
Asia,6879326357,13718844,2/7/2022
Asia,6893366960,14819935,2/8/2022
Asia,6906241799,16169397,2/9/2022
Asia,6945236904,16604439,2/10/2022
Asia,6959064082,18060583,2/11/2022
Asia,6968424645,18224353,2/12/2022
Asia,6987462756,18961560,2/13/2022
Asia,6997576500,19514327,2/14/2022
